@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
1216,'2024/02/29 01:17:56:003',16,344.4841,354.718506,362.016937,339.076508,329.805115,339.109863,379.302979,333.054413,304.236023,337.28006,395.375946,366.61441,290.40387,357.321747,405.593536,417.714783,269.259491,381.014374,407.174683,418.235291,284.975159,435.119904,365.379211,407.748077,306.74353,412.439575,0,0,302.754333,448.634064,0,0,0,0,?,?,?,?,?,0.35
1217,'2024/02/29 01:17:56:027',16,344.696899,354.871765,362.039978,339.149078,329.752563,339.264435,379.379242,333.229248,304.370667,337.59726,394.377777,366.355408,290.318329,360.583313,405.73291,415.588776,269.007294,380.794128,407.300385,420.45047,285.279846,434.902222,0,0,305.361908,413.958466,0,0,303.946259,443.542297,0,0,0,0,?,?,?,?,?,0.35
1218,'2024/02/29 01:17:56:068',16,344.608398,354.821564,362.057831,339.105164,329.738922,339.246582,379.723694,332.923889,304.501434,337.464874,395.480225,366.80014,291.002289,360.699951,406.172668,416.750305,268.931274,380.775513,407.263336,418.343933,284.771729,435.744843,364.166595,408.126343,305.040649,414.67984,0,0,304.021667,447.904938,0,0,0,0,?,?,?,?,?,0.35
1219,'2024/02/29 01:17:56:098',16,344.336365,355.026855,361.979675,339.079193,329.756348,339.235168,379.686249,332.642029,304.43634,336.635101,395.90802,366.070496,290.149994,361.368317,405.92099,423.743225,268.945801,380.84082,0,0,284.923065,435.73941,366.864044,407.60614,304.860474,414.869659,0,0,305.150146,443.940887,0,0,0,0,?,?,?,?,?,0.35
1220,'2024/02/29 01:17:56:126',16,344.443695,355.420227,361.969666,339.180389,329.691193,339.257111,379.659363,332.928375,304.02356,337.215027,395.401062,367.273743,289.347382,362.549194,405.855286,417.573181,267.698792,380.923584,405.041992,420.289673,284.707001,434.672699,0,0,304.530823,417.036163,0,0,304.053131,443.434784,0,0,0,0,?,?,?,?,?,0.35
1221,'2024/02/29 01:17:56:160',16,344.512756,355.571442,361.808167,339.159485,329.594086,339.266998,379.151672,333.305481,303.873474,337.395508,394.861267,365.474487,289.348572,362.19043,405.871765,415.909058,267.591614,381.001312,406.730408,421.251007,284.80423,435.044647,0,0,303.846222,416.569366,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1222,'2024/02/29 01:17:56:201',16,344.557037,355.544739,361.757141,339.121887,329.545654,339.312988,379.118713,333.799438,304.214691,338.112976,393.118256,364.495331,289.897644,362.191528,407.801544,408.343262,267.705658,380.411072,405.460968,423.141693,284.609009,434.318207,0,0,303.045044,418.140076,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1223,'2024/02/29 01:17:56:230',16,343.947906,355.98877,360.641724,339.384125,329.587036,339.406891,378.145172,333.803619,304.194122,337.365082,396.706207,367.028381,289.940186,355.692932,404.866486,437.122284,267.552979,380.534454,406.473206,419.219604,283.648529,435.379486,362.193359,408.567322,303.216949,414.564545,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1224,'2024/02/29 01:17:56:270',16,344.063904,355.900085,360.934906,339.341278,329.352234,339.548706,378.063904,333.720032,303.986084,338.192993,395.551453,365.908875,288.036774,354.986755,405.162079,424.284729,267.57663,380.790527,0,0,283.955872,435.026001,361.468567,402.290039,302.012543,413.602051,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1225,'2024/02/29 01:17:56:299',16,342.952332,355.556335,360.628418,339.376862,327.67395,339.704895,378.602295,335.197906,303.397186,339.039856,400.423279,386.109802,287.11441,355.787048,404.840515,439.132843,266.749207,380.289246,0,0,283.821686,435.408539,360.733673,404.978607,302.542206,412.335236,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1226,'2024/02/29 01:17:56:328',16,342.953979,356.512482,360.235016,339.643738,326.915955,340.070068,377.750214,335.16684,302.310364,338.791138,395.12558,367.91217,285.069275,357.524139,404.822845,436.740662,266.231506,381.374481,0,0,283.752167,435.724762,360.28241,402.744598,302.648071,412.631622,0,0,303.998444,443.096954,0,0,0,0,?,?,?,?,?,0.35
1227,'2024/02/29 01:17:56:352',16,342.280731,356.859497,359.039307,340.038666,325.917206,340.388672,377.878357,335.733612,302.040771,338.985504,394.832184,367.34729,285.771973,357.035339,404.286682,429.525787,267.601227,381.282898,404.181976,422.104645,284.061951,434.996857,360.761993,402.838287,302.53125,412.563141,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1228,'2024/02/29 01:17:56:393',16,342.323975,356.696106,359.019287,340.080658,326.146973,340.999298,377.98233,335.491516,301.691071,339.187836,397.299255,378.078247,284.38266,361.519989,404.341766,439.652954,267.592224,381.524353,0,0,283.739197,435.363617,364.023102,404.311249,303.48877,413.496643,0,0,299.182739,449.305389,0,0,0,0,?,?,?,?,?,0.35
1229,'2024/02/29 01:17:56:427',16,342.362183,356.54187,358.411621,340.128967,325.821564,341.223083,377.309753,335.643555,301.637817,340.591492,396.748413,373.382355,284.300568,362.325287,404.002869,435.992035,265.736328,382.185303,0,0,284.26059,435.014069,0,0,302.624298,414.976227,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1230,'2024/02/29 01:17:56:462',16,342.381287,356.891449,358.222534,339.979004,325.504272,341.309204,377.377991,335.207153,301.002655,340.034302,396.474884,373.090881,283.89975,361.900085,404.125671,444.282776,266.363464,381.884674,0,0,284.535492,434.915833,365.315308,407.887329,304.798096,413.840393,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1231,'2024/02/29 01:17:56:491',16,341.954285,356.80542,357.579712,339.69809,324.537201,340.920349,377.068848,335.088959,300.683594,339.209442,396.994293,377.252258,284.523621,361.757904,404.21051,444.564697,265.967712,381.837555,0,0,284.026855,434.034424,365.504211,403.094818,302.994843,413.26825,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1232,'2024/02/29 01:17:56:532',16,341.465637,356.363953,356.329315,339.614868,324.056824,340.858856,376.880066,335.148743,301.073853,338.880035,396.150238,374.000763,286.547821,361.409058,403.777802,444.865448,266.044647,382.261719,0,0,284.200409,435.683044,366.328735,408.964844,304.968842,414.382935,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1233,'2024/02/29 01:17:56:557',16,341.047089,356.244995,356.063995,339.757813,323.862732,341.023468,376.880768,335.405029,301.192078,338.542053,395.941498,376.811279,286.914124,361.497742,403.540466,444.703705,267.764954,383.133606,0,0,284.265961,435.656097,369.76947,416.124023,307.402924,416.890381,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1234,'2024/02/29 01:17:56:601',16,340.97937,356.131378,355.663208,339.884644,323.582611,340.954834,376.36795,336.263153,301.030853,338.809937,394.817841,373.732849,285.529907,358.817383,403.570862,444.616943,268.507538,384.628204,0,0,284.078339,436.266083,366.669739,415.473267,305.7229,417.233887,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1235,'2024/02/29 01:17:56:625',16,340.652191,356.128906,355.324554,339.941071,323.097473,340.678406,375.874268,335.902679,300.467163,338.448059,394.130798,373.264648,285.148499,362.00351,403.707642,444.325378,267.760254,383.035065,0,0,284.540771,436.771088,365.714294,409.767761,303.637848,414.932678,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1236,'2024/02/29 01:17:56:659',16,340.58783,355.74173,354.906006,340.001038,323.081299,340.678223,375.449219,336.311462,300.741699,338.576385,394.218384,373.281097,286.82309,361.932129,403.963745,439.365448,266.875519,382.705292,0,0,284.207581,436.374054,363.921967,416.525208,303.373871,416.927277,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1237,'2024/02/29 01:17:56:700',16,340.736389,355.606293,354.863953,339.986481,323.069427,340.709259,375.122253,336.472534,300.104034,339.135834,393.320129,372.341034,282.835724,362.546722,403.934601,443.443756,267.709259,385.282318,0,0,284.349426,436.40509,358.597351,409.869171,300.939209,416.072968,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1238,'2024/02/29 01:17:56:724',16,340.581909,355.526611,354.969757,339.974213,322.922211,340.750549,375.823669,337.395111,299.772552,339.581573,392.805176,373.073883,284.325256,365.089417,403.567688,435.421509,265.702576,383.494049,404.975006,420.285431,284.2966,435.931274,0,0,300.358154,421.455902,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1239,'2024/02/29 01:17:56:752',16,340.560852,355.635254,354.838623,339.816803,322.886536,340.561768,375.251617,337.040985,299.987549,339.428345,394.052704,377.337799,282.05899,361.535583,403.202057,445.379456,266.580902,383.285767,0,0,284.468109,433.242401,0,0,303.275635,416.156372,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1240,'2024/02/29 01:17:56:800',16,339.891541,355.671387,354.604034,339.90094,322.848358,340.63205,374.953033,336.621552,300.011963,339.231689,391.97757,371.229218,280.517273,361.624573,404.415619,435.765625,266.589172,382.144165,405.903137,419.38916,284.14209,435.609222,0,0,302.87085,415.805939,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1241,'2024/02/29 01:17:56:828',16,339.959686,355.434448,354.516113,339.815765,322.759766,340.557983,376.209106,336.325714,299.463318,339.203918,393.449738,372.300323,278.640381,364.855347,404.19751,444.080627,291.091217,429.935944,0,0,283.845337,434.738861,0,0,303.107605,417.878113,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1242,'2024/02/29 01:17:56:874',16,339.956665,355.426544,354.497498,339.783875,322.836884,340.464111,374.879883,335.428375,299.717377,339.184875,393.20575,371.514069,279.749084,363.342987,404.305725,444.31015,266.737732,383.825043,406.625305,417.085297,284.657135,434.933105,362.538757,405.946564,301.264923,414.71405,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1243,'2024/02/29 01:17:56:897',16,340.036346,355.483307,354.513306,339.753326,322.886963,340.355652,374.800446,335.887634,299.759827,338.824097,392.442749,371.33017,282.181732,360.180908,404.184509,444.327789,267.080841,382.607605,407.401581,417.124695,284.94754,434.81842,363.426147,409.482697,302.209595,415.0672,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1244,'2024/02/29 01:17:56:938',16,339.921417,355.434967,354.718506,339.718689,322.77533,340.246277,375.062134,335.586578,299.650513,338.202576,392.272339,371.741425,281.379028,363.406982,403.260193,446.523895,268.060364,383.971344,0,0,284.599304,435.114532,364.14447,405.311035,301.468536,412.693359,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1245,'2024/02/29 01:17:56:964',16,339.845215,355.363098,354.66803,339.717957,322.820251,340.243927,375.176727,335.320892,299.935333,337.996582,392.529419,372.207092,282.542664,362.844116,403.522003,446.142731,266.666412,383.748627,0,0,284.92691,434.843689,364.684418,409.557037,303.661926,415.811646,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1246,'2024/02/29 01:17:57:008',16,339.718994,355.438965,354.586548,339.62207,322.799225,340.222565,375.073975,335.128632,299.939941,338.177704,392.697723,372.904816,282.449951,362.895752,403.306702,447.030884,268.514648,384.393555,0,0,284.934814,435.987793,365.906982,410.360931,303.971802,416.033936,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1247,'2024/02/29 01:17:57:037',16,339.653015,355.763977,354.594147,339.612671,322.812317,340.223053,375.154572,335.111816,299.876953,338.089355,393.009491,373.452911,282.790955,362.862305,403.699097,447.191833,267.499573,382.902527,0,0,285.488495,435.958984,365.007324,408.270172,302.434357,416.100922,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1248,'2024/02/29 01:17:57:073',16,339.763214,355.557587,354.605377,339.632751,322.827759,340.187317,375.363495,336.50116,299.934875,338.235229,393.111755,377.674469,282.88681,363.964142,403.533508,447.179993,267.764374,383.022461,0,0,284.668335,436.014526,0,0,304.431458,420.728943,0,0,0,0,0,0,0,0,?,?,?,?,?,0.35
1249,'2024/02/29 01:18:03:469',17,370.26178,125.40155,381.790802,114.172523,356.990723,114.565346,397.796478,124.373016,339.351257,124.579124,431.031799,177.899094,308.950317,177.771057,512.589661,141.62587,229.403854,145.803848,586.665894,104.190674,166.535828,118.403717,397.230957,362.310669,321.759705,356.763367,468.736847,463.546967,269.234375,466.431549,0,0,0,0,?,?,?,?,?,1
1250,'2024/02/29 01:18:03:498',17,370.498322,125.19619,381.811218,114.139771,357.240967,114.484573,397.898804,124.39167,339.100189,124.441162,430.897217,177.628555,308.64856,177.386459,512.352722,141.853058,229.96167,145.280457,586.661011,104.370377,166.55191,118.383347,396.995087,362.065033,321.876526,356.2901,468.448639,463.424408,269.258942,466.373383,0,0,0,0,?,?,?,?,?,1
1251,'2024/02/29 01:18:03:539',17,370.596802,125.07122,381.895905,114.091248,357.380798,114.456909,398.014862,124.385719,339.116577,124.391701,431.248016,177.54744,308.841675,177.715927,512.232544,142.14592,229.826263,144.946457,586.813782,104.333069,167.291855,118.001892,397.262268,361.928192,322.141113,356.230896,467.388031,463.11673,268.153015,466.943512,0,0,0,0,?,?,?,?,?,1
1252,'2024/02/29 01:18:03:568',17,370.900146,125.124519,381.962616,114.10051,357.687408,114.565544,398.07431,124.539902,339.621918,125.341354,431.233826,177.602402,309.19928,177.700653,512.759033,141.753616,229.676651,144.918427,586.521179,104.458092,168.035065,118.00309,397.135803,361.772064,322.23465,356.044617,467.325928,462.979584,267.960541,466.942719,0,0,0,0,?,?,?,?,?,1
1253,'2024/02/29 01:18:03:596',17,370.886597,125.281708,381.989716,114.142029,357.794006,114.568573,398.383423,124.728012,339.635193,125.450478,431.11438,177.752716,309.014282,177.620636,513.969238,140.830872,229.202759,144.594391,586.743408,104.408112,167.222672,117.850998,397.016846,361.996613,322.350464,356.35968,466.789307,462.764771,267.747467,466.906799,0,0,0,0,?,?,?,?,?,1
1254,'2024/02/29 01:18:03:637',17,370.977173,125.308571,382.006348,114.183311,357.737671,114.72419,398.260498,124.352417,339.503143,125.879288,431.196289,177.801651,308.964569,177.613159,515.947266,139.603561,229.347076,144.712311,587.166321,104.022903,168.792694,118.731018,397.304443,362.284241,322.23877,356.545105,466.939728,462.811462,267.687164,466.918091,0,0,0,0,?,?,?,?,?,1
1255,'2024/02/29 01:18:03:666',17,370.946777,125.384048,382.020813,114.20723,357.764923,114.721382,398.146698,124.384171,339.588776,125.400864,431.604279,177.366577,309.139435,177.54187,514.603882,140.264862,229.12146,144.445831,587.288757,104.206207,166.79361,117.753586,397.443512,362.088562,322.314514,356.275391,467.138702,462.615601,267.729004,466.945435,0,0,0,0,?,?,?,?,?,1
1256,'2024/02/29 01:18:03:701',17,370.935913,125.328224,382.000793,114.186111,357.52594,114.692116,398.06189,124.421143,339.613312,125.759384,431.464691,177.437576,309.429504,177.33696,513.394653,141.216721,229.209579,144.557022,587.36145,104.501297,168.828293,118.491501,397.668274,362.358063,322.406372,356.266693,467.662384,463.065979,267.969849,466.521576,0,0,0,0,?,?,?,?,?,1
1257,'2024/02/29 01:18:03:742',17,370.93512,125.343216,381.999207,114.189178,357.56076,114.838829,397.961426,124.4561,339.31543,125.656616,431.447144,177.26683,309.584351,177.342102,512.662903,141.431702,229.555038,144.529602,587.627686,104.522095,168.876419,118.376511,398.006439,362.463654,322.251343,356.421875,466.778503,462.702393,267.883026,466.866333,0,0,0,0,?,?,?,?,?,1
1258,'2024/02/29 01:18:03:761',17,370.981171,125.280876,382.067139,114.216499,357.831879,114.781891,398.379974,124.705521,339.38797,125.903549,431.528259,177.125702,309.040405,177.241577,512.556396,141.611542,229.263794,144.394806,588.057373,104.353607,169.067673,118.811874,398.102448,362.699463,322.223511,356.598541,467.286041,463.092773,267.90686,466.963593,0,0,0,0,?,?,?,?,?,1
1259,'2024/02/29 01:18:03:801',17,370.898132,125.279732,382.047272,114.19458,357.736664,114.757462,398.300537,124.731445,339.346008,125.652069,431.413879,177.074341,309.378479,177.081238,512.542908,141.521698,229.300537,144.448532,588.244324,104.552139,170.386673,119.316017,398.201416,362.489929,322.404114,356.421448,466.494476,462.205811,268.457397,466.669464,0,0,0,0,?,?,?,?,?,1
1260,'2024/02/29 01:18:03:828',17,370.961334,125.238388,382.049713,114.20388,357.733887,114.750656,398.37793,124.67205,339.269165,125.98526,431.4534,177.39856,309.174164,177.395386,513.790405,140.77803,229.100876,144.314514,588.534485,104.457947,170.294205,119.567154,398.218201,362.637634,322.476868,356.440338,466.356781,461.994904,268.88089,466.703522,0,0,0,0,?,?,?,?,?,1
1261,'2024/02/29 01:18:03:863',17,370.963013,125.167809,382.055542,114.193207,357.66571,114.744987,398.408936,124.839592,339.34726,125.875656,431.079681,177.516464,309.039307,177.207474,512.353455,141.857758,229.517151,144.332291,587.773315,104.738907,170.370636,119.71447,398.340607,362.706482,322.57666,356.454865,466.092529,461.807281,268.716858,466.736267,0,0,0,0,?,?,?,?,?,1
1262,'2024/02/29 01:18:03:892',17,371.016815,125.151871,382.062866,114.164139,357.676544,114.748047,398.37735,124.692535,339.46405,125.599365,431.06427,177.494492,308.877991,177.096085,514.284729,140.497314,229.455551,144.392914,587.828247,104.800102,169.961014,119.25679,398.243042,362.920898,322.563049,356.80014,466.431091,462.154083,268.748657,466.73877,0,0,0,0,?,?,?,?,?,1
1263,'2024/02/29 01:18:03:927',17,371.024414,125.099831,382.077209,114.170609,357.526276,114.873848,398.530548,124.764343,339.406799,125.907356,431.35495,177.229446,308.856384,177.159454,513.603577,141.430435,229.375381,144.470932,588.112915,104.78817,170.407166,119.73407,398.356293,363.136169,322.627289,356.699371,466.651642,462.532196,268.173248,466.568298,0,0,0,0,?,?,?,?,?,1
1264,'2024/02/29 01:18:03:975',17,370.839844,125.256561,382.040833,114.211922,357.321014,114.829102,398.488831,124.857445,339.505432,126.009811,430.972137,177.553131,309.12439,177.349884,513.830322,140.857712,229.538971,144.383362,588.249756,104.702621,169.944,119.470993,398.286102,362.942627,322.58844,356.72525,466.54895,462.441315,268.054169,466.578308,0,0,0,0,?,?,?,?,?,1
1265,'2024/02/29 01:18:04:003',17,370.809662,125.376144,382.082764,114.256042,357.358154,114.794022,398.441406,124.909859,339.631592,125.732574,430.62793,177.761963,308.972107,177.110077,513.280518,141.550018,229.189087,144.259705,588.152527,104.660881,169.381439,118.747101,398.185425,362.967468,322.530487,356.657684,466.856323,462.764496,268.068878,466.536865,0,0,0,0,?,?,?,?,?,1
1266,'2024/02/29 01:18:04:037',17,370.70874,125.380493,382.013885,114.273491,357.389984,114.705933,398.411743,124.938751,339.46759,125.666084,430.34668,177.637421,308.863739,176.930573,512.565491,141.707489,229.116577,144.160736,588.396851,104.640541,168.073792,117.392151,397.855713,362.881836,322.371765,356.88678,466.990784,462.692474,267.733643,466.942871,0,0,0,0,?,?,?,?,?,1
1267,'2024/02/29 01:18:04:078',17,370.665283,125.363388,382.029297,114.301697,357.400879,114.709335,398.597595,124.876724,339.410736,125.727936,430.295685,177.669754,309.348206,176.75174,512.675232,141.708725,227.70224,143.339249,588.410095,104.500954,165.695129,115.504189,397.599152,362.706573,322.57782,356.671356,466.997955,462.68808,267.528137,466.937164,0,0,0,0,?,?,?,?,?,1
1268,'2024/02/29 01:18:04:108',17,370.824646,125.276016,382.093079,114.284134,357.475739,114.565056,398.656982,125.059349,339.447876,125.750969,431.014832,177.478973,309.261353,176.358719,512.044739,141.866287,227.306976,142.407013,587.864258,104.260284,165.469131,115.45681,397.284576,362.607941,322.270142,356.502869,466.498993,462.166016,267.434418,466.908478,0,0,0,0,?,?,?,?,?,1
1269,'2024/02/29 01:18:04:142',17,370.951233,125.233902,382.099182,114.256584,357.96817,114.71875,398.813477,125.101349,339.573059,125.542717,431.403168,177.298569,309.374878,176.220367,512.208435,141.595123,226.764404,141.886887,587.738403,103.899536,162.513199,113.822876,397.588165,362.70575,322.248779,356.567657,466.269257,461.821411,267.420959,466.911743,0,0,0,0,?,?,?,?,?,1
1270,'2024/02/29 01:18:04:172',17,371.009369,125.179596,382.085266,114.266968,358.159668,114.722244,398.748901,125.115395,339.670227,125.564972,431.67981,177.299133,309.451019,176.104263,511.834229,141.692505,226.310089,141.561951,587.693359,103.457169,163.729614,113.771095,397.498474,362.723785,322.262817,356.53772,463.931702,459.338135,268.462402,466.904449,0,0,0,0,?,?,?,?,?,1
1271,'2024/02/29 01:18:04:200',17,370.819244,125.199341,382.054932,114.240707,357.450439,114.551353,398.632263,125.081238,339.479919,125.45002,431.690552,177.260681,309.815155,176.233459,514.390259,139.94133,226.95723,141.693817,587.763794,103.369415,164.395935,113.673561,397.395142,362.952332,322.307159,356.823792,466.460846,462.164978,268.534912,466.923004,0,0,0,0,?,?,?,?,?,1
1272,'2024/02/29 01:18:04:235',17,370.399139,125.238533,381.991882,114.238815,357.246338,114.661621,398.601074,124.84417,339.316254,125.781357,431.679138,177.279251,309.914734,176.299561,514.002991,140.158218,227.498566,141.865677,587.673706,103.368332,165.147537,113.576118,397.828613,362.933624,322.366089,356.686768,465.821045,461.880463,268.538849,466.977081,0,0,0,0,?,?,?,?,?,1
1273,'2024/02/29 01:18:04:270',17,370.165436,125.266716,381.956116,114.211349,356.98407,114.662537,398.583038,124.862534,339.039185,125.491791,431.565704,177.447342,310.073425,176.392487,514.776672,139.362656,227.389984,142.015259,587.6474,103.205368,165.877197,113.765488,398.118225,363.191711,321.967651,356.985687,466.105286,462.119659,268.585876,466.950439,0,0,0,0,?,?,?,?,?,1
1274,'2024/02/29 01:18:04:299',17,370.027008,124.804291,381.879639,114.141853,356.667938,114.579102,398.403168,124.743347,339.195496,125.377464,431.360291,177.494751,309.723969,176.020142,516.680237,138.228088,227.438904,142.003845,588.053833,103.074188,165.971191,113.806084,398.040894,363.054474,322.145721,356.846283,466.200867,462.299896,268.710205,466.936554,0,0,0,0,?,?,?,?,?,1
1275,'2024/02/29 01:18:04:334',17,369.712067,125.187088,381.877197,114.177643,356.544861,114.60257,398.289459,124.750069,339.281738,125.167236,431.337006,177.538895,309.6008,175.920578,515.78241,138.753784,227.498856,142.163712,587.748474,103.285507,166.359543,114.003899,398.242004,363.266479,322.151123,356.901489,466.542725,462.942078,268.787537,466.97998,0,0,0,0,?,?,?,?,?,1
1276,'2024/02/29 01:18:04:368',17,369.790894,125.105042,381.911499,114.12735,356.487915,114.569893,398.463013,124.653107,339.095734,124.915695,431.413147,177.434525,309.61676,175.880554,515.367798,139.027405,227.381454,142.064499,588.559204,103.045868,166.349045,113.976715,398.219269,363.320892,322.089783,357.02829,465.988953,462.613647,268.602905,466.974518,0,0,0,0,?,?,?,?,?,1
1277,'2024/02/29 01:18:04:399',17,370.048523,124.897903,381.934357,114.083801,356.958282,114.437256,398.503479,124.508743,339.133606,124.834869,431.651306,177.350632,309.540741,176.021118,515.721375,138.847565,227.246368,141.789871,588.140625,103.106064,167.113022,114.4394,398.37207,363.137634,322.460785,356.913788,467.149933,462.904083,267.986176,467.191895,0,0,0,0,?,?,?,?,?,1
1278,'2024/02/29 01:18:04:444',17,370.160858,124.791931,381.976746,114.06572,356.718262,114.437859,398.43631,124.596115,339.174927,124.858391,431.756897,177.333527,309.550385,175.881073,516.073486,138.534393,227.495087,142.089386,588.029602,103.237671,167.899155,115.106277,398.213043,363.172913,322.187347,356.900055,466.852692,462.850372,267.739594,467.202087,0,0,0,0,?,?,?,?,?,1
1279,'2024/02/29 01:18:04:467',17,370.086548,124.866058,381.91983,114.073624,356.605804,114.534531,398.479492,124.719772,339.240112,124.883766,431.767456,177.071259,309.685425,175.815781,515.863098,138.600021,227.112701,141.635406,588.066223,103.062317,168.334595,115.867508,398.229034,363.044983,322.122437,357.210388,467.275055,463.104126,268.388184,466.93631,0,0,0,0,?,?,?,?,?,1
1280,'2024/02/29 01:18:04:514',17,369.971283,124.799393,381.883514,114.084778,356.379639,114.610031,398.42572,124.586021,339.065521,124.985672,431.770691,177.302979,309.644348,175.973679,515.295166,138.554245,227.149887,141.693878,588.252319,102.883011,169.436401,116.57341,398.206909,363.356903,321.664368,357.413483,467.360382,463.425964,268.258209,466.845703,0,0,0,0,?,?,?,?,?,1
1281,'2024/02/29 01:18:04:537',17,370.100159,124.887253,381.883301,114.093018,356.448059,114.647713,398.34906,124.472351,339.113342,124.850754,431.539307,177.396408,309.292206,175.77327,514.771179,138.995651,226.731796,141.439819,587.673218,103.20076,169.421448,116.431274,398.309509,363.275146,321.924866,357.416931,467.028503,463.22934,268.306152,466.991669,0,0,0,0,?,?,?,?,?,1
1282,'2024/02/29 01:18:04:578',17,370.31012,125.139709,381.868896,114.08844,356.673584,114.668739,398.326416,124.436844,338.801422,124.739914,431.580383,177.428909,309.461395,175.959778,516.267334,138.290375,227.434021,142.00238,588.006531,102.762619,170.075668,117.069969,398.367676,363.4245,321.665527,357.751617,467.431274,463.397278,268.228271,466.969757,0,0,0,0,?,?,?,?,?,1
1283,'2024/02/29 01:18:04:595',17,369.855804,125.018982,381.842285,114.140656,356.337219,114.67292,398.454102,124.710785,339.036072,125.268089,431.236603,177.570648,309.411743,176.039093,515.511597,138.891113,227.573242,142.003098,588.169739,102.574539,169.906708,117.14547,398.485992,363.346832,322.101685,357.69281,468.102142,464.061859,267.898438,467.247925,0,0,0,0,?,?,?,?,?,1
1284,'2024/02/29 01:18:04:648',17,370.23526,125.126236,381.901733,114.117935,356.358002,114.674492,398.550659,124.49736,338.896118,125.239189,431.568665,177.401215,309.478119,175.980209,515.19397,138.92218,227.24556,141.69397,587.586121,102.691559,169.396378,116.868011,398.785095,363.32196,322.164001,357.74765,469.372894,463.476349,267.987122,467.088898,0,0,0,0,?,?,?,?,?,1
1285,'2024/02/29 01:18:04:670',17,370.231964,125.150757,381.925812,114.142769,356.483795,114.685936,398.393585,124.592453,339.488892,125.296982,431.246338,177.33876,309.594452,175.991989,515.196899,138.91954,226.768631,141.331787,587.621948,102.605377,168.800415,116.693375,398.489868,363.105164,322.402161,357.29425,470.397491,463.6633,267.927979,467.161133,0,0,0,0,?,?,?,?,?,1
1286,'2024/02/29 01:18:04:711',17,370.334778,124.977783,381.937134,114.087952,356.624115,114.648224,398.372803,124.586395,339.673645,125.371628,431.170349,177.281479,309.474426,175.906799,513.855896,139.721603,227.039764,141.570908,587.945618,102.629532,168.858368,116.840912,398.34668,363.080963,322.270752,357.199371,470.66626,463.184082,268.402374,466.955353,0,0,0,0,?,?,?,?,?,1
1287,'2024/02/29 01:18:04:740',17,370.31897,125.092621,381.924805,114.102058,356.439697,114.647598,398.532562,124.555977,339.515076,125.338898,431.024292,177.375473,309.695465,175.805801,514.520813,139.321579,227.430542,141.770157,588.710022,102.477295,170.489197,117.745911,398.013977,363.206696,322.094574,357.597076,469.636292,462.590576,268.570343,466.884247,0,0,0,0,?,?,?,?,?,1
