@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
736,'2024/02/29 01:15:28:045',11,352.33139,144.36705,361.5849,137.146851,341.668854,137.577438,373.437073,144.074448,329.772614,146.005814,394.143738,201.660889,326.553314,181.926468,402.022217,276.920258,312.080353,116.128632,394.615967,339.512238,298.224854,52.282791,371.898224,324.914978,314.543732,321.613281,364.053894,431.768616,327.055237,431.697388,0,0,0,0,0,0,1,0,0,?
737,'2024/02/29 01:15:28:076',11,352.395813,144.356689,361.669861,136.864639,341.677307,137.598724,373.389557,143.735382,329.899048,145.971191,394.53772,201.787659,326.39328,182.019653,402.013092,276.637177,312.213776,116.459343,394.728638,338.782898,298.280975,52.076225,372.311157,324.896576,314.233185,321.740845,364.060028,432.683197,327.019836,432.061768,0,0,0,0,0,0,1,0,0,?
738,'2024/02/29 01:15:28:115',11,352.363342,144.402863,361.613739,137.172775,341.674866,137.592453,373.751343,144.185226,329.87146,146.042755,394.694763,201.747101,325.81424,182.337738,402.225464,276.597961,312.237457,116.470932,394.818115,338.73764,298.464478,52.039089,372.360718,324.940796,314.524414,323.202209,364.27533,432.795563,327.015228,432.110779,0,0,0,0,0,0,1,0,0,?
739,'2024/02/29 01:15:28:138',11,352.362701,144.254608,361.690643,136.835571,341.695801,137.51738,373.629791,143.8694,329.998444,145.817078,394.78363,201.529831,326.833191,181.215363,402.279083,276.07428,312.218964,116.343498,394.944489,338.685669,298.395966,52.01783,372.414368,324.886292,314.615356,323.223328,364.004974,431.983459,327.117859,432.034058,0,0,0,0,0,0,1,0,0,?
740,'2024/02/29 01:15:28:179',11,352.383301,144.289337,361.680908,136.809875,341.704834,137.542999,373.406036,143.618195,329.990814,145.798248,394.759827,201.520065,326.763794,181.314148,402.301208,275.906769,312.257202,116.482712,394.979218,338.732666,298.591309,52.268658,372.516907,324.896301,314.964722,323.245148,364.546234,432.276306,327.228882,432.525787,0,0,0,0,0,0,1,0,0,?
741,'2024/02/29 01:15:28:208',11,352.377167,144.342209,361.632141,136.993851,341.703674,137.567932,373.7117,143.801971,329.97699,146.007294,394.774109,201.519638,326.791107,181.807999,402.465759,274.973969,312.174713,116.163773,394.987305,338.810638,298.580505,52.224396,372.554382,324.927338,314.961151,323.432404,364.603241,432.188751,327.534729,432.760895,0,0,0,0,0,0,1,0,0,?
742,'2024/02/29 01:15:28:243',11,352.412781,144.315369,361.671997,136.82428,341.738098,137.528946,373.703339,143.621399,330.053589,145.616287,394.688171,201.334824,326.819,181.570984,402.439301,275.84024,312.268372,116.331596,395.147858,338.90152,298.605103,52.175503,372.595795,324.999207,314.986969,323.490997,364.631348,432.553101,327.537201,432.995911,0,0,0,0,0,0,1,0,0,?
743,'2024/02/29 01:15:28:272',11,352.399109,144.233429,361.687653,136.801361,341.718689,137.495956,373.711731,143.778076,330.043671,145.985962,395.325043,200.976959,326.807373,182.141937,402.636444,275.876465,312.161316,115.987389,395.275879,338.934204,298.672028,52.066238,372.682495,324.950165,315.141357,323.452698,364.536499,432.655121,327.693115,432.967621,0,0,0,0,0,0,1,0,0,?
744,'2024/02/29 01:15:28:318',11,352.36972,144.240387,361.672424,136.799301,341.716675,137.495209,373.741577,143.797821,330.028961,146.02301,394.906616,201.585388,326.617401,182.645126,402.6604,276.016296,312.305664,115.877007,395.266602,339.141144,298.793488,52.394886,372.685486,324.996338,315.219116,323.63913,364.714508,432.645752,327.759979,432.603271,0,0,0,0,0,0,1,0,0,?
745,'2024/02/29 01:15:28:348',11,352.401764,144.253754,361.711609,136.806458,341.693726,137.49115,373.753845,143.810242,329.912476,145.971283,394.971771,201.71994,326.262451,183.745941,402.819489,275.421906,312.263153,115.797073,395.427582,339.021576,298.64444,52.25518,372.959961,325.152954,315.302917,323.730774,364.515106,433.253845,327.734314,432.909729,0,0,0,0,0,0,1,0,0,?
746,'2024/02/29 01:15:28:400',11,352.386902,144.260437,361.663879,136.813339,341.693054,137.481735,373.655334,143.501297,329.891724,145.701538,394.874237,201.32283,326.576874,182.399261,402.720337,275.510712,312.19455,116.049271,395.516388,338.933838,298.289032,51.821335,372.668732,324.991394,315.207703,323.616699,364.474609,434.745728,327.737122,433.108887,0,0,0,0,0,0,1,0,0,?
747,'2024/02/29 01:15:28:417',11,352.446564,144.17189,361.671814,136.702133,341.701996,137.484512,373.675079,143.042999,330.007507,146.062317,395.22583,201.035553,326.750946,182.735825,402.729065,275.830658,312.34198,115.854408,395.90329,339.191437,298.391083,52.300385,372.452972,325.039917,314.770233,323.812988,364.377136,434.683136,327.814636,432.921631,0,0,0,0,0,0,1,0,0,?
748,'2024/02/29 01:15:28:448',11,352.451111,144.252548,361.76178,136.815887,341.817963,137.338089,373.879822,143.763824,330.071411,145.956375,395.703796,201.076584,326.443512,183.506638,403.155884,276.094116,312.249237,115.853035,396.072052,339.337097,298.225677,52.025185,372.883057,325.47699,315.237946,324.067871,364.255951,434.763153,327.862823,432.958832,0,0,0,0,0,0,1,0,0,?
749,'2024/02/29 01:15:28:476',11,352.468262,144.209869,361.779968,136.804077,341.988708,137.235092,373.914215,143.739395,330.169739,145.512711,395.339661,201.006485,326.453094,183.00058,403.28241,275.828613,312.224182,115.723885,396.500122,339.384003,298.376434,52.0354,372.87677,325.478027,315.130219,324.014435,364.649811,434.99292,327.842712,432.861725,0,0,0,0,0,0,1,0,0,?
750,'2024/02/29 01:15:28:504',11,352.520386,144.201904,361.863251,136.783646,342.014832,137.199326,374.058502,143.564819,330.217834,145.950623,395.367065,200.748795,326.455719,183.46344,403.327667,276.143188,312.18103,115.758018,397.016663,338.921478,298.242065,51.748981,373.063232,325.522552,315.277771,324.117706,364.618378,434.876282,328.034393,432.67276,0,0,0,0,0,0,1,0,0,?
751,'2024/02/29 01:15:28:545',11,352.547577,144.196472,361.869476,136.764618,342.042175,137.184769,374.07547,143.53392,330.31958,145.394501,395.685181,201.05278,326.512146,182.928253,403.331146,275.937714,312.267853,116.252289,397.275238,339.017334,298.238647,51.790066,373.074158,325.322357,315.168335,323.953186,364.737061,435.653992,328.012848,433.218872,0,0,0,0,0,0,1,0,0,?
752,'2024/02/29 01:15:28:574',11,352.548889,144.210495,361.860809,136.784027,342.041779,137.19635,374.11441,143.520477,330.290863,145.53537,395.744263,200.793625,326.038269,182.827316,403.552521,275.161774,312.296417,115.750153,397.311066,339.35968,297.773468,52.316608,373.26358,325.402069,315.306427,324.249695,364.809509,435.990295,328.131165,432.9729,0,0,0,0,0,0,1,0,0,?
753,'2024/02/29 01:15:28:603',11,352.612274,144.177475,361.901672,136.762512,342.053802,137.168365,374.054413,143.427109,330.259552,145.782166,395.711182,200.821503,326.141998,183.086823,403.324707,276.235901,312.312347,115.896263,397.480774,339.739685,297.932861,51.983498,373.132446,325.563934,314.955414,324.649353,364.814697,435.806305,328.319885,433.319122,0,0,0,0,0,0,1,0,0,?
754,'2024/02/29 01:15:28:638',11,352.768555,144.140396,361.922455,136.782562,342.030945,137.153839,374.129578,143.585129,330.202881,145.594162,395.454437,200.822754,326.215637,183.010544,403.360168,275.962738,312.26178,116.000748,397.359344,340.300232,297.580536,51.525536,372.868073,325.637054,315.001312,324.821533,364.8479,435.448456,328.297791,433.3255,0,0,0,0,0,0,1,0,0,?
755,'2024/02/29 01:15:28:661',11,352.596405,144.221069,361.913605,136.768829,342.052185,137.14888,374.232178,143.376678,330.302551,145.496033,395.518982,200.688629,326.453186,183.269409,403.502502,275.462555,312.216339,116.102287,397.496613,340.123596,297.590149,51.959694,373.125458,325.654846,315.410004,324.716492,364.87616,434.965607,328.441132,433.501953,0,0,0,0,0,0,1,0,0,?
756,'2024/02/29 01:15:28:708',11,352.564117,144.215927,361.914551,136.787537,342.057861,137.134094,374.250305,143.718567,330.269012,145.420761,395.392456,200.657379,325.926178,182.891571,403.493286,275.794342,312.22049,116.114212,397.28656,340.24057,297.071198,52.549065,373.233032,325.882843,315.46347,325.05835,364.99054,435.008331,328.19046,433.049957,0,0,0,0,0,0,1,0,0,?
757,'2024/02/29 01:15:28:748',11,352.600464,144.245422,361.924744,136.805679,342.082245,137.150284,374.304535,143.76355,330.293945,145.44165,395.592773,200.589813,325.996399,182.816223,403.53656,276.067566,312.335022,115.991219,397.248352,340.279266,296.938782,52.79108,373.425354,325.868835,315.625031,324.908447,364.945313,435.435944,328.679443,432.822418,0,0,0,0,0,0,1,0,0,?
758,'2024/02/29 01:15:28:777',11,352.584503,144.216904,361.925385,136.768509,342.084381,137.144043,374.252777,143.636688,330.2948,145.492462,395.638184,200.493332,326.002563,182.849258,403.569458,275.155579,312.331787,116.459198,397.648071,339.958984,297.068298,52.959709,373.373718,325.592407,315.574707,324.479858,365.025177,435.067078,328.56842,432.659119,0,0,0,0,0,0,1,0,0,?
759,'2024/02/29 01:15:28:818',11,352.600647,144.206314,361.926392,136.766937,342.095459,137.142456,374.270935,143.597137,330.276764,145.504883,395.509674,200.311462,325.957062,182.435638,403.83136,274.475281,312.223877,116.462059,397.526215,339.8909,296.936462,52.950127,373.347626,325.711365,315.88205,324.423798,365.285034,434.932617,328.561554,432.482971,0,0,0,0,0,0,1,0,0,?
760,'2024/02/29 01:15:28:847',11,352.597656,144.197327,361.930084,136.777466,342.108917,137.127914,374.259613,143.570419,330.332367,145.349747,395.441162,200.28688,326.114655,182.105713,403.708344,273.850372,312.170624,116.520882,397.487427,339.804047,296.619812,52.737637,373.230011,325.579529,315.712463,324.659027,365.089081,434.194611,328.450653,431.973022,0,0,0,0,0,0,1,0,0,?
761,'2024/02/29 01:15:28:870',11,352.599976,144.210541,361.949799,136.776291,342.097839,137.11203,374.300995,143.402679,330.369202,145.292938,395.532257,200.239883,326.597565,182.244751,403.781921,273.810974,312.146576,116.306534,397.441406,340.009918,296.707031,52.724335,373.352478,325.521576,315.920898,324.29303,365.245178,435.128326,328.442719,432.456848,0,0,0,0,0,0,1,0,0,?
762,'2024/02/29 01:15:28:916',11,352.599457,144.217621,361.934937,136.739594,342.094696,137.125732,374.345062,143.311279,330.394257,145.389603,395.750732,200.38176,326.848633,181.8423,403.781891,273.304749,312.226196,116.415108,397.710907,339.650085,296.580627,52.716782,373.733185,325.411896,316.573456,324.161133,365.104309,434.922394,328.39505,432.616211,0,0,0,0,0,0,1,0,0,?
763,'2024/02/29 01:15:28:946',11,352.581299,144.168259,361.890533,136.715408,342.08667,137.13295,374.299988,143.245865,330.382019,145.532806,395.696564,200.044067,326.603943,182.417877,403.834656,272.646027,312.169678,115.945557,397.603729,339.889771,296.503662,52.654781,374.125366,325.337311,316.712921,324.043549,365.021027,434.859344,328.306427,432.639465,0,0,0,0,0,0,1,0,0,?
764,'2024/02/29 01:15:28:981',11,352.593445,144.138931,361.913635,136.719986,342.093231,137.128403,374.402435,143.241974,330.442627,145.515259,396.24176,200.413452,326.67334,182.427811,403.949646,274.184296,312.173859,116.012764,397.712097,340.186584,296.565125,52.728737,373.974243,325.364288,316.771729,324.131195,365.152588,435.012573,328.38208,432.617401,0,0,0,0,0,0,1,0,0,?
765,'2024/02/29 01:15:29:016',11,352.60553,144.170547,361.921967,136.712357,342.110626,137.127106,374.421936,143.401047,330.407593,145.533142,396.141083,200.675476,326.880615,183.599228,403.697632,273.56366,312.095673,116.209885,397.907471,339.951141,296.489014,52.686481,374.081421,325.517059,316.785004,324.187531,365.255188,435.400299,328.456268,432.69165,0,0,0,0,0,0,1,0,0,?
766,'2024/02/29 01:15:29:045',11,352.677979,144.171722,361.949158,136.732239,342.137299,137.128143,374.419006,143.557434,330.35675,145.517487,396.161621,200.594452,326.704834,182.462021,403.628815,272.884949,312.19046,116.420288,398.196716,339.783356,296.38739,52.681046,374.108002,325.435852,316.750519,324.040741,365.266052,435.638367,328.479431,432.18985,0,0,0,0,0,0,1,0,0,?
767,'2024/02/29 01:15:29:074',11,352.671448,144.175735,361.957275,136.686569,342.117035,137.146088,374.4505,143.346176,330.393402,145.578201,396.456573,200.744186,326.442902,182.95784,403.953247,272.685425,312.04718,116.236839,398.188049,339.983856,296.346039,52.864323,374.27948,325.593079,317.092316,324.305634,365.581665,435.516693,328.491669,432.010559,0,0,0,0,0,0,1,0,0,?
768,'2024/02/29 01:15:29:120',11,352.861298,144.114105,361.973206,136.70575,342.134644,137.147034,374.472229,143.314423,330.452515,145.779251,396.44281,200.802582,326.769073,183.144669,404.205902,273.610931,312.072327,116.594727,398.349792,339.994995,296.479431,53.089401,374.195313,325.723816,317.034058,324.439758,365.573883,435.429504,328.633606,431.907257,0,0,0,0,0,0,1,0,0,?
769,'2024/02/29 01:15:29:143',11,352.658234,144.146744,361.918396,136.743225,342.155212,137.167053,374.532166,143.537125,330.429077,145.951202,396.666748,200.861832,326.546204,183.020554,403.820984,272.836334,312.197113,116.511902,398.325134,340.294556,296.507385,53.016785,374.50882,325.591583,317.221039,324.331482,365.663605,435.559723,328.694519,431.619385,0,0,0,0,0,0,1,0,0,?
770,'2024/02/29 01:15:29:177',11,352.688232,144.238129,361.981476,136.805023,342.145996,137.193314,374.690796,143.827881,330.402802,145.984558,396.9534,201.196121,326.131653,183.279419,403.998474,274.004028,312.165833,116.569916,398.718903,339.794006,296.477173,53.052437,374.344177,325.621277,317.136566,324.37677,365.736328,434.846008,328.759125,431.521423,0,0,0,0,0,0,1,0,0,?
771,'2024/02/29 01:15:29:206',11,352.674561,144.223389,361.949921,136.806107,342.160187,137.176437,374.696594,143.767883,330.499603,145.767288,396.528595,200.844009,326.737823,183.568726,403.534393,273.202209,312.120697,116.734688,399.107513,339.3526,296.37204,52.969696,374.403351,325.371643,317.239319,324.128052,365.852814,432.456329,328.707886,431.371826,0,0,0,0,0,0,1,0,0,?
772,'2024/02/29 01:15:29:253',11,352.691681,144.182571,361.995422,136.791977,342.183685,137.183365,374.72049,143.613449,330.38916,145.992371,396.656555,201.054413,326.533234,183.335983,403.976898,274.346558,312.015961,116.684708,399.074036,339.461578,296.465271,52.892361,374.321472,325.374023,317.221527,324.087616,365.583252,434.555298,328.781799,431.325836,0,0,0,0,0,0,1,0,0,?
773,'2024/02/29 01:15:29:270',11,352.691711,144.1586,361.99054,136.774582,342.190216,137.161987,374.586029,143.529938,330.483246,146.007446,396.488983,200.824982,326.562225,182.737946,403.922607,273.915619,312.037354,116.402603,399.069946,339.375275,296.464905,53.133659,374.400055,325.168701,317.321716,323.893402,365.688751,432.284515,328.748444,431.063751,0,0,0,0,0,0,1,0,0,?
774,'2024/02/29 01:15:36:753',12,352.597046,143.852402,362.632874,136.464584,342.726868,136.549988,375.212646,144.149185,330.943634,146.312424,395.104309,202.047791,310.106232,196.534454,405.607269,267.867767,248.249847,194.342361,405.457153,337.798645,197.774963,194.444672,379.145782,324.975769,320.723328,325.149719,368.221619,432.152374,331.728973,430.811981,0,0,0,0,0,0,0.45,0,0,?
775,'2024/02/29 01:15:36:788',12,352.611969,143.850922,362.662506,136.476974,342.755615,136.560181,375.21698,144.077026,331.006012,146.235184,395.137146,202.041092,310.066406,196.509537,404.958801,267.249084,248.391937,194.337555,405.290649,337.90033,197.835388,194.36496,379.081146,325.00528,320.657898,325.082703,368.03421,431.236481,331.756592,430.461029,0,0,0,0,0,0,0.45,0,0,?
776,'2024/02/29 01:15:36:811',12,352.578796,143.877014,362.680969,136.491821,342.747528,136.571442,375.281067,144.101486,331.032562,146.333054,395.230438,202.230087,310.047577,196.473679,405.528076,268.21994,248.57103,194.385681,405.207062,337.971558,198.075623,194.338303,379.101135,324.890228,320.688934,325.130249,368.128052,431.387451,331.981812,430.479156,0,0,0,0,0,0,0.45,0,0,?
777,'2024/02/29 01:15:36:858',12,352.585693,143.888794,362.672119,136.491791,342.747162,136.577576,375.295288,144.138962,331.266296,146.735428,395.132172,202.023926,310.030579,196.460388,405.649414,267.889435,248.375259,194.339844,405.187317,337.891266,197.730499,194.441071,379.06427,324.786102,320.576782,324.998566,368.025482,431.35141,331.835205,430.289368,0,0,0,0,0,0,0.45,0,0,?
778,'2024/02/29 01:15:36:887',12,352.585388,143.836502,362.673828,136.463806,342.728577,136.578568,375.359955,144.148376,331.329529,146.630066,395.126678,202.205338,310.077698,196.515854,405.402954,268.306519,248.44339,194.337952,405.101288,337.959412,198.376617,194.297302,379.064667,324.802246,320.584656,324.976532,367.920807,431.577057,331.744934,430.26474,0,0,0,0,0,0,0.45,0,0,?
779,'2024/02/29 01:15:36:922',12,352.614716,143.845428,362.674255,136.472076,342.767151,136.564972,375.208557,144.134155,331.319702,146.570572,395.162018,202.147064,309.99472,196.446243,405.613037,268.252228,248.370438,194.292297,405.006531,337.99765,197.815155,194.303574,379.115234,324.96637,320.633606,325.19455,367.827637,431.937836,331.712646,430.426331,0,0,0,0,0,0,0.45,0,0,?
780,'2024/02/29 01:15:36:951',12,352.584167,143.849487,362.667511,136.476685,342.734253,136.578827,375.334015,144.457275,331.300934,146.630264,395.033142,202.30574,310.096436,196.425415,405.40921,268.161682,248.476563,194.240631,405.081604,337.848724,197.249756,193.980621,379.123718,324.728149,320.48761,325.134796,367.832031,432.185303,331.631317,430.846649,0,0,0,0,0,0,0.45,0,0,?
781,'2024/02/29 01:15:36:992',12,352.588531,143.868378,362.693634,136.504379,342.740784,136.570877,375.256287,144.4487,331.135712,146.559479,395.108459,202.189697,310.060181,196.371857,405.218536,267.917603,248.45903,194.118469,405.008362,337.924561,198.071533,193.516586,379.142487,325.032562,320.373688,325.350647,367.897949,432.265137,331.671631,431.118835,0,0,0,0,0,0,0.45,0,0,?
782,'2024/02/29 01:15:37:014',12,352.607452,143.863617,362.670319,136.497177,342.800476,136.554733,375.27832,144.233841,331.100525,146.230057,395.123291,202.064835,310.104797,196.30957,405.152344,267.407227,248.000397,193.942398,404.929962,337.755981,197.420364,193.455902,379.091553,324.73999,320.306366,324.928955,367.766663,431.581177,331.628693,431.217773,0,0,0,0,0,0,0.45,0,0,?
783,'2024/02/29 01:15:37:057',12,352.60907,143.879074,362.66507,136.526901,342.81311,136.56987,375.160492,144.247864,331.077423,146.223816,395.017731,201.940781,309.995789,196.356613,405.175293,266.949219,247.507401,193.835327,404.801514,337.769653,197.005829,193.69429,378.963654,324.712494,320.268219,324.998108,367.990692,431.637573,331.532745,431.503784,0,0,0,0,0,0,0.45,0,0,?
784,'2024/02/29 01:15:37:080',12,352.583038,143.875778,362.64032,136.523499,342.788422,136.58194,375.211182,144.388275,331.067352,146.322098,394.734772,201.786636,309.992828,196.322418,405.232086,267.105957,247.6604,193.889404,404.738525,337.879791,196.760483,193.433823,378.960022,324.75592,320.404419,325.195465,367.759888,431.026642,331.565094,431.398987,0,0,0,0,0,0,0.45,0,0,?
785,'2024/02/29 01:15:37:125',12,352.604187,143.861679,362.664246,136.52504,342.778015,136.586182,375.171143,144.16626,331.067352,146.314209,394.992065,202.163681,310.029785,196.339249,405.194061,267.95517,247.300232,193.864166,404.840942,337.833649,196.517426,193.701462,378.864746,324.682983,320.171326,324.998047,367.567871,431.410553,331.571655,431.220154,0,0,0,0,0,0,0.45,0,0,?
786,'2024/02/29 01:15:37:154',12,352.589569,143.862473,362.651428,136.516632,342.802185,136.575104,375.083618,144.045471,331.07959,146.16629,394.938232,202.216644,310.18335,196.204376,405.540833,268.053833,248.446884,194.110397,404.869354,337.766876,197.177673,194.594482,378.787537,324.495728,320.180725,324.893311,367.637604,431.469879,331.490784,431.256653,0,0,0,0,0,0,0.45,0,0,?
787,'2024/02/29 01:15:37:189',12,352.603699,143.861786,362.658112,136.508789,342.789124,136.601517,375.090698,144.043808,331.289734,146.678589,394.903229,202.097946,310.439148,196.245483,405.635376,267.598175,248.508057,194.084244,404.897339,337.707886,197.763916,195.185104,378.77063,324.796356,320.352539,325.190826,367.831757,432.614532,331.50882,431.392181,0,0,0,0,0,0,0.45,0,0,?
788,'2024/02/29 01:15:37:218',12,352.582642,143.859894,362.6633,136.492538,342.784912,136.582428,375.093323,144.044205,331.330536,146.671021,394.943268,202.130875,310.382813,196.24884,405.833923,267.762695,249.167755,194.186325,404.739807,337.670166,197.708511,194.845337,378.800598,324.996887,320.333069,325.367828,367.957916,434.291626,331.698578,431.066162,0,0,0,0,0,0,0.45,0,0,?
789,'2024/02/29 01:15:37:252',12,352.587158,143.841476,362.680817,136.513763,342.775238,136.566406,375.041748,144.111954,331.100128,146.237961,394.961395,202.112152,310.550812,196.300568,405.720947,267.369965,249.518723,194.377533,404.776733,337.649872,197.78183,194.703491,378.877136,324.977936,320.501709,325.385376,367.881775,432.231506,331.499908,430.349731,0,0,0,0,0,0,0.45,0,0,?
790,'2024/02/29 01:15:37:275',12,352.544556,143.859528,362.673096,136.542694,342.756775,136.583832,375.076935,144.244019,331.106262,146.206345,394.996033,202.027817,310.315674,196.338104,405.525482,267.650604,248.932526,194.170303,404.810608,337.761169,196.656708,195.1147,378.91217,324.958191,320.36554,325.257721,367.759766,432.562897,331.212891,430.104309,0,0,0,0,0,0,0.45,0,0,?
791,'2024/02/29 01:15:37:316',12,352.583252,143.858215,362.645874,136.537369,342.777863,136.588531,375.128632,144.460831,331.279327,146.417709,395.144653,202.009338,310.478912,196.272873,405.219574,266.811554,250.158569,194.430771,404.793121,337.617096,197.960526,195.017563,378.92688,324.832855,320.458221,325.180023,367.815918,432.36908,331.338745,429.927063,0,0,0,0,0,0,0.45,0,0,?
792,'2024/02/29 01:15:37:340',12,352.590515,143.914154,362.66864,136.551788,342.784882,136.611618,375.216064,144.502594,331.303589,146.371017,395.206451,202.062973,310.629639,196.256439,405.547974,266.92865,250.241257,194.423355,404.759705,337.636963,198.794617,195.352478,378.86615,325.038147,320.425964,325.253235,367.476501,432.456848,331.524414,430.640808,0,0,0,0,0,0,0.45,0,0,?
793,'2024/02/29 01:15:37:380',12,352.614807,143.91684,362.648285,136.544205,342.763947,136.630417,375.259583,144.495789,331.28125,146.383408,395.281403,201.915802,310.505493,196.363678,405.491028,266.797241,250.39772,194.377274,404.928009,337.695618,199.368103,195.224991,378.961151,324.874878,320.541382,325.030273,367.532013,434.246613,331.567352,430.641632,0,0,0,0,0,0,0.45,0,0,?
794,'2024/02/29 01:15:37:415',12,352.622864,143.868378,362.642487,136.521805,342.799347,136.593643,375.20694,144.410126,331.160522,146.113708,395.185303,201.898529,310.494904,196.28299,405.515076,267.096527,249.882935,194.270355,404.858063,337.595459,198.759689,194.763474,378.663177,324.633453,320.214233,324.867615,367.434753,434.502197,331.334595,430.327271,0,0,0,0,0,0,0.45,0,0,?
795,'2024/02/29 01:15:37:444',12,352.646027,143.91507,362.671173,136.529724,342.838776,136.627182,375.245789,144.131836,331.18808,146.160446,395.217743,201.991364,310.177185,196.231018,405.808258,267.382599,249.041809,194.083328,404.797211,337.797424,197.956406,194.346451,378.580017,324.533844,320.211029,324.6362,367.576874,432.326569,331.400452,430.160095,0,0,0,0,0,0,0.45,0,0,?
796,'2024/02/29 01:15:37:480',12,352.655701,143.911835,362.660492,136.558685,342.878998,136.610016,375.308868,144.463974,331.322052,146.317032,395.248413,201.924652,310.170563,196.251694,405.846252,267.343201,248.900543,194.057755,404.72937,337.913574,197.76355,193.985718,378.710449,324.789459,320.254669,324.860992,367.571899,434.31839,331.525513,430.511444,0,0,0,0,0,0,0.45,0,0,?
797,'2024/02/29 01:15:37:514',12,352.667969,143.889404,362.67511,136.503235,342.871704,136.594254,375.52948,144.028931,331.171509,146.172043,395.485291,201.832184,310.424438,196.188477,405.618042,266.628326,248.835464,193.991318,404.812195,337.627014,198.583511,193.135101,378.542847,324.44931,320.208313,324.729431,367.467682,434.782867,331.513,430.559662,0,0,0,0,0,0,0.45,0,0,?
798,'2024/02/29 01:15:37:537',12,352.683167,143.913437,362.680786,136.564468,342.887146,136.606262,375.29718,144.550186,331.335571,146.24411,395.272247,201.974197,310.320496,196.257477,405.94873,267.689484,249.452698,194.020508,404.737915,337.62204,198.47348,193.057419,378.555756,324.937805,320.314209,325.120483,367.465088,434.514374,331.390076,430.558014,0,0,0,0,0,0,0.45,0,0,?
799,'2024/02/29 01:15:37:578',12,352.628052,143.914261,362.686432,136.575684,342.850677,136.617615,375.390991,144.593292,331.369995,146.355408,395.288574,201.92276,310.691498,196.166122,406.043121,267.642914,249.800079,194.02388,404.793091,337.571411,198.501099,192.913116,378.771393,324.90329,320.467896,325.222687,367.649536,434.514923,331.185272,430.406342,0,0,0,0,0,0,0.45,0,0,?
800,'2024/02/29 01:15:37:618',12,352.648346,143.838699,362.704773,136.50885,342.801819,136.618851,375.428528,144.269089,331.440491,146.34642,395.469788,201.965668,311.038025,196.057892,406.012512,267.641663,250.272278,194.079102,404.884918,337.509552,198.834442,192.956543,378.607025,324.498932,320.469818,325.084412,367.674561,434.618561,330.875092,430.114685,0,0,0,0,0,0,0.45,0,0,?
801,'2024/02/29 01:15:37:647',12,352.655487,143.85881,362.71701,136.523956,342.840515,136.615326,375.440033,144.280579,331.427032,146.312653,395.294983,202.027588,310.741516,195.999634,406.052277,267.840271,249.88736,193.832535,404.872894,337.683075,198.263092,192.420868,378.607117,324.35434,320.378662,324.588562,367.853943,434.380768,331.181488,430.460052,0,0,0,0,0,0,0.45,0,0,?
802,'2024/02/29 01:15:37:682',12,352.66272,143.839188,362.719604,136.488129,342.832581,136.604294,375.423248,144.224976,331.517181,146.653229,395.299988,202.0439,310.69632,196.016357,406.106934,267.615051,249.9841,193.748871,404.907684,337.744843,198.999146,192.493622,378.758881,324.279358,320.381958,324.514496,367.623749,434.947571,331.47641,430.877289,0,0,0,0,0,0,0.45,0,0,?
803,'2024/02/29 01:15:37:717',12,352.655365,143.817612,362.683136,136.496292,342.85437,136.592957,375.431061,144.245117,331.434052,146.289536,395.272461,202.268463,310.422607,196.068512,405.974731,268.302856,249.87207,193.742859,404.930054,337.720276,199.540771,192.419189,378.589294,324.511871,320.34021,325.008667,367.533203,434.792175,331.661316,430.880493,0,0,0,0,0,0,0.45,0,0,?
804,'2024/02/29 01:15:37:760',12,352.620911,143.858353,362.6604,136.489899,342.864197,136.611389,375.425842,144.229919,331.474274,146.629288,395.26889,202.038483,310.87262,195.968002,405.964233,268.536316,249.720078,193.820374,404.940918,337.800079,198.753281,192.15741,378.742249,324.413239,320.514374,324.887451,367.622192,434.75827,331.541107,430.788086,0,0,0,0,0,0,0.45,0,0,?
805,'2024/02/29 01:15:37:786',12,352.676117,143.86937,362.693329,136.546982,342.920868,136.622971,375.684845,144.222107,331.572754,146.570572,395.343872,202.055283,310.816772,195.927658,405.940247,267.389862,249.248672,193.669861,404.886292,337.802979,198.101669,192.132111,378.702545,324.4729,320.446655,324.962341,367.571716,434.517334,331.691559,430.862854,0,0,0,0,0,0,0.45,0,0,?
