@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute left_class {0,1,2,3,4,5,6,7,8,9,10}
@attribute right_class {0,1,2,3,4,5,6,7,8,9,10}
@attribute right_vel numeric

@data
1095,'2024/02/25 12:14:52:232',17,488.126343,378.975708,464.916016,352.174561,463.084351,309.750885,501.061279,286.099884,543.092285,267.355652,470.952576,248.571533,463.401001,205.908112,459.723022,173.692139,459.236572,145.239777,505.500366,246.151688,512.668152,198.376694,520.163635,163.860764,533.433289,137.971207,531.740967,260.813782,547.035522,218.998627,561.590942,182.991943,576.859436,153.51709,555.472473,288.904755,551.690735,272.073914,528.544556,284.536774,514.031555,305.782471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.82402,0,?,?,?
1096,'2024/02/25 12:14:52:336',17,488.129913,378.884003,465.936279,351.680634,463.304688,309.636719,500.231903,286.070892,539.172729,263.050995,472.057831,248.552536,465.582581,205.70401,462.407043,174.422485,462.530762,146.962311,507.344696,247.468216,516.040588,202.416107,525.401489,167.484802,540.424377,142.104858,533.83551,258.992035,547.367798,219.658295,561.585938,183.126068,576.754883,153.963486,555.900574,283.339569,553.094849,268.878021,532.168091,282.539978,519.516235,298.881073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.415787,0,?,?,?
1097,'2024/02/25 12:14:52:442',17,502.882721,368.279968,477.415894,346.300842,473.209381,303.845917,510.403381,284.957092,549.821838,256.026337,486.074188,247.693314,480.909058,203.076096,478.25293,171.749329,479.114929,145.183289,521.326843,246.75267,531.955688,201.965454,543.101135,168.321213,558.883057,141.665497,547.88623,257.39505,560.297791,215.179993,573.159973,181.850571,589.58075,152.342926,569.89801,277.369751,583.200745,246.152893,571.133606,253.73262,551.835999,275.952118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.527298,0,?,?,?
1098,'2024/02/25 12:14:52:549',17,515.926025,364.389557,489.05249,344.506775,485.283691,299.573395,527.400452,278.191467,561.949158,257.978729,491.183594,244.259369,486.375153,200.679184,484.335663,169.899963,484.625793,140.62883,526.863342,241.472992,537.083862,197.410385,547.633789,162.819839,563.505371,134.82547,552.141846,252.580322,567.044739,211.090759,578.910461,177.610809,591.561401,146.485062,580.223145,276.098999,602.852661,249.061035,615.218201,224.350098,623.818665,193.773651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.916565,0,?,?,?
1099,'2024/02/25 12:14:52:654',17,526.509033,361.556274,497.675201,341.107513,493.921692,296.446594,537.008789,275.568176,580.86145,263.04126,496.106018,243.298508,489.773285,199.801773,486.510437,168.764771,485.514954,138.378632,532.234131,238.110809,539.379028,192.46196,548.550171,157.024353,561.062134,130.199036,559.313904,248.615051,570.834351,206.519226,581.907104,172.465042,592.629333,142.068924,588.744629,273.036133,610.951477,245.811798,621.125366,226.104523,628.778137,198.072968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.445465,0,?,?,?
1100,'2024/02/25 12:14:52:756',17,537.323669,358.24884,504.464172,344.766144,501.641418,298.874542,546.130798,275.215973,592.249878,261.764038,501.155518,241.647293,494.219421,198.235733,489.909729,167.405579,488.347443,138.125153,537.129456,235.442444,544.086548,189.650314,552.668091,153.968689,565.590881,128.565872,565.258911,245.090363,575.310059,203.019699,587.227844,169.084946,598.715149,140.312943,596.287354,273.434143,612.492615,246.910172,622.31189,228.602173,628.606934,202.85849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.806396,0,?,?,?
1101,'2024/02/25 12:14:52:861',17,535.620056,350.880676,505.060455,334.627441,498.983002,289.489349,546.877625,262.362579,589.538147,252.111374,501.4711,231.688217,493.15509,188.337341,488.366852,157.825439,486.457886,126.487999,535.700317,225.050812,541.023499,176.498886,548.920044,141.919388,557.687256,114.186089,562.933655,234.645737,575.129578,191.451965,587.714783,158.651566,597.932373,127.321991,592.183472,260.862427,613.483765,234.050049,621.33844,221.665848,630.222839,200.381592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.829865,0,?,?,?
1102,'2024/02/25 12:14:52:966',17,537.989502,338.095032,507.129333,326.451813,500.955505,281.833557,548.813232,255.166656,593.360352,243.61702,502.987091,224.553162,495.660553,179.420242,490.627563,148.755707,488.770416,118.833908,536.880859,217.462982,542.706421,170.099152,550.279419,135.764435,559.663025,108.640022,564.284119,226.120941,576.289063,184.489227,589.375916,151.458176,601.099182,121.573395,592.822632,252.027542,614.299622,228.59848,621.958008,215.217361,628.21875,195.760117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.63205,0,?,?,?
1103,'2024/02/25 12:14:53:074',17,540.788025,338.024261,510.621033,325.555847,505.550201,281.888031,550.417358,254.575623,596.822632,243.333466,504.158295,224.75618,496.596008,179.184723,491.338959,147.868713,489.845306,117.789459,538.301453,216.746094,544.180786,168.805908,551.257629,134.24527,560.974365,107.31897,566.535767,225.013336,577.653931,184.272018,591.615967,149.98761,602.950989,120.232025,596.634766,249.927856,615.827881,227.960358,620.961975,218.829407,621.632813,209.690948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.278168,0,?,?,?
1104,'2024/02/25 12:14:53:177',17,532.283203,342.557312,499.414642,331.794678,492.113983,289.354004,535.833984,265.913483,579.611633,251.169632,492.836334,234.120193,484.85257,190.264343,480.102661,159.356033,478.156311,129.2827,528.202515,227.435394,531.747742,179.663773,538.723206,144.060638,549.518066,116.647049,556.729004,235.858902,570.278931,192.235229,582.328552,158.686386,591.127869,128.41861,586.136108,261.181702,610.728516,234.722046,620.90271,217.598358,629.951416,194.941925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.121918,0,?,?,?
1105,'2024/02/25 12:14:53:281',17,519.949768,356.568359,492.371246,339.370209,485.067322,294.822784,530.337463,270.223572,570.34729,252.659195,487.025604,239.307739,478.61499,195.250168,473.265717,165.18454,471.001007,135.472641,522.109314,232.792282,525.345947,186.02861,531.399048,151.115631,541.263977,123.46756,550.210876,243.108444,562.127319,201.87561,574.346008,166.466614,584.147217,135.064423,576.861023,268.082916,605.808716,242.340942,618.587585,222.325607,627.637756,191.482056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.776077,0,?,?,?
1106,'2024/02/25 12:14:53:386',17,515.657715,361.81015,488.599701,343.323242,481.240967,300.024231,524.697815,274.895935,565.946594,259.942719,482.82486,243.47995,474.283112,199.100128,469.135468,168.298508,466.756104,139.111008,517.552734,236.577927,521.920898,188.564178,528.113403,154.027145,536.863037,126.509857,546.02417,246.859451,559.041199,204.712494,571.365112,169.040421,581.476074,138.44931,571.854431,273.899506,601.713989,246.129745,614.525024,229.186569,629.473206,199.831146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.232224,0,?,?,?
1107,'2024/02/25 12:14:53:487',17,507.571228,363.651154,479.712158,343.129028,473.173401,299.488434,515.407349,275.9646,555.652771,261.858612,474.623291,244.758591,464.437988,203.968506,458.450928,171.973312,455.082458,141.403198,508.97052,237.305725,510.602783,190.391983,515.590576,155.892853,523.546814,127.325531,537.24707,247.696213,547.717957,206.201538,559.144165,172.066956,570.858215,141.005112,564.537903,274.928955,590.991455,247.829849,607.862061,225.648849,622.412781,200.391998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.345428,0,?,?,?
1108,'2024/02/25 12:14:53:590',17,496.7677,360.383423,469.50177,339.614807,462.707825,300.05368,502.153076,275.080505,542.974976,261.371613,463.157898,245.336411,451.767944,202.217819,445.148193,172.092712,440.604797,142.612091,496.225647,237.636902,496.797058,190.307983,500.210297,156.513519,508.187592,128.613831,524.805298,245.40033,534.221619,204.695435,544.78009,170.890793,555.527588,140.882095,552.199768,270.057739,576.548401,246.175034,595.439819,222.601654,611.317261,196.901718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.746521,0,?,?,?
1109,'2024/02/25 12:14:53:692',17,486.418182,359.405823,457.661407,339.637634,449.416626,300.169006,487.135437,275.156189,528.50708,262.165771,448.92215,245.594925,437.814941,203.162506,430.483093,172.353546,425.364075,142.685455,482.026367,238.400742,481.866089,191.76944,484.512207,156.875153,490.401611,128.513199,510.829956,246.227646,518.592651,204.603714,527.711548,170.412598,538.762451,139.944824,537.779175,270.901123,561.682556,247.25061,579.918762,222.856384,597.784119,195.361298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.005081,0,?,?,?
1110,'2024/02/25 12:14:53:795',17,483.349976,360.026123,454.399139,339.687622,446.4935,300.405396,485.25824,274.273865,527.850891,261.412689,446.707336,244.32341,434.278809,202.301041,426.649414,171.49675,421.579285,141.771332,479.335205,237.375153,479.333313,190.830292,481.481567,156.231277,486.962006,127.593697,508.273438,245.677094,515.204956,204.392914,524.572144,170.595474,535.731628,138.823929,536.366882,270.50177,559.039856,246.340164,577.33252,222.514709,594.613159,194.166473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.65097,0,?,?,?
1111,'2024/02/25 12:14:53:901',17,480.580566,361.412292,451.045654,340.146759,443.354034,300.530426,482.238037,274.451416,524.562073,260.877075,444.184601,244.56073,431.609467,202.988007,423.945068,172.067154,418.803406,141.928711,476.522186,237.645401,476.907654,191.31076,478.682556,156.769073,484.076355,127.933502,505.429718,245.738724,512.629761,204.497452,521.97644,170.930618,533.055054,139.128113,533.971497,270.962402,556.592285,246.312469,575.140442,222.183929,591.91272,194.500916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.766891,0,?,?,?
1112,'2024/02/25 12:14:54:004',17,478.284485,360.976074,448.834229,340.01239,440.775146,300.815643,478.162048,275.329193,521.060059,261.621399,441.351349,244.955658,428.812073,202.932678,421.348297,172.040771,416.01593,142.423264,473.694275,237.868881,473.856873,192.137375,475.517761,156.89415,481.56897,128.144363,502.792206,246.174408,510.268677,204.099304,519.175598,170.217041,530.314209,139.305862,531.677002,270.722961,554.083984,246.076874,572.592102,221.887787,589.963684,194.256714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.107193,0,?,?,?
1113,'2024/02/25 12:14:54:107',17,469.937775,359.999084,440.884125,339.475891,431.983215,300.791748,470.191681,275.225677,512.394775,261.779205,431.959503,245.307892,418.797607,203.421616,410.953735,172.567581,405.40686,142.774429,464.77005,238.360687,464.069489,192.426971,464.978149,157.314026,469.953186,128.219406,493.516693,246.822937,500.338623,205.245605,508.701843,171.127594,519.49292,139.221619,522.1745,270.224365,545.024536,245.391541,563.426025,221.658661,579.834717,192.452026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.638397,0,?,?,?
1114,'2024/02/25 12:14:54:211',17,464.948761,360.939575,435.267395,341.488312,425.975372,302.309021,464.50647,276.680908,506.326141,262.320953,426.435242,246.692444,413.292053,204.576019,405.123657,173.867935,399.479218,144.517197,459.040802,239.480438,458.164063,192.060608,459.108276,157.60199,463.958801,129.368195,488.109772,247.639786,494.837158,206.517822,503.283081,172.226059,513.408264,140.365784,516.172119,272.061523,538.950562,246.930908,557.12207,223.212296,573.754639,193.699661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.459137,0,?,?,?
1115,'2024/02/25 12:14:54:314',17,463.435425,359.817871,433.928894,340.565857,424.400391,301.582825,462.345245,274.783875,504.168427,261.23288,424.576141,245.288086,411.472809,203.117813,403.442535,172.209442,397.748077,143.343079,457.430237,238.515244,456.473389,191.389755,457.121094,156.727554,461.896698,128.312012,486.545349,246.105789,492.926697,205.200089,501.104614,170.888794,511.271057,138.912277,514.770874,270.777771,537.762085,246.077438,555.506165,222.006287,571.867249,192.574371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.302628,0,?,?,?
1116,'2024/02/25 12:14:54:418',17,461.598389,364.011292,432.870178,342.81366,422.288696,302.776794,456.986938,276.570465,496.940308,259.424683,423.13916,245.881607,409.823425,203.321106,401.888,172.779861,396.49823,143.333527,456.407349,238.472733,455.464233,191.414169,456.338867,157.158539,460.880585,128.003708,485.651245,246.421112,492.157471,204.774109,500.272095,171.139404,510.034607,138.963486,513.912109,272.014221,536.842163,246.961899,554.639954,222.978683,571.173767,193.970825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.538559,0,?,?,?
1117,'2024/02/25 12:14:54:523',17,456.574707,358.995605,424.111389,341.71756,409.610748,305.110321,424.904114,277.376862,446.51767,246.680481,419.814514,247.541367,405.860962,205.039932,397.684174,173.740997,392.982361,143.984131,454.927338,238.794769,452.608826,191.503021,453.042419,156.915558,457.444641,128.189758,483.79303,247.542145,489.834625,203.620834,496.621643,170.819351,505.232178,138.401093,515.192139,273.438965,537.310242,246.661087,553.890564,222.443848,569.287598,194.166748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.200836,0,?,?,?
1118,'2024/02/25 12:14:54:625',17,450.905273,357.792419,412.449341,337.944061,394.343109,301.744995,392.77124,270.298645,385.240936,239.933945,415.153198,245.782013,402.172363,204.795227,393.778564,173.834702,388.02478,145.117554,448.390808,239.829849,447.512177,191.468124,448.155884,157.028381,451.452148,128.811264,479.157898,246.776672,484.818359,203.040558,491.428162,170.08287,499.234894,137.927795,512.588989,273.58371,533.448669,246.208969,548.920959,221.77977,563.46582,192.828033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.96257,0,?,?,?
1119,'2024/02/25 12:14:54:731',17,448.052795,358.869019,406.384247,337.497284,388.130554,300.548981,377.61261,271.222565,364.141052,240.018799,414.603577,246.067657,401.524841,203.55426,393.017883,173.066193,388.508881,143.432297,448.813965,239.518555,448.106415,191.909607,449.519684,156.783264,454.912354,127.257645,479.17865,247.47113,487.01062,202.724243,494.795288,169.525513,505.80246,137.418396,513.360107,273.214935,535.899902,244.952866,549.864624,220.915771,562.574158,193.591232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.350464,0,?,?,?
1120,'2024/02/25 12:14:54:833',17,445.169647,359.624817,401.75592,336.736176,381.609344,298.214539,366.392395,267.795105,349.564514,239.678192,412.744293,243.909698,397.690887,199.416672,388.849518,168.005615,384.895142,138.506012,446.912872,237.357559,445.398315,188.221039,446.778748,153.538147,451.471832,122.823547,477.595978,246.080597,485.645111,200.619171,494.484222,169.057327,503.990631,136.006042,511.311005,272.593018,533.983521,244.554977,547.560364,220.599548,560.139404,195.012024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.267258,0,?,?,?
1121,'2024/02/25 12:14:54:939',17,442.112366,356.632141,398.4823,335.356873,378.612122,296.603821,363.368286,266.251709,346.551758,238.441315,407.624939,240.714172,392.451355,197.642502,383.556549,167.192108,379.004852,139.093262,440.580872,235.248291,438.465118,186.64679,439.411621,152.30098,442.469788,123.508926,471.579773,243.419235,478.94989,199.204651,486.429626,167.294601,495.615814,135.123886,505.790741,268.7229,526.870972,240.324585,540.147339,217.577621,552.307678,192.583298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.38385,0,?,?,?
1122,'2024/02/25 12:14:55:043',17,438.481018,357.537231,395.488403,335.470001,376.558838,295.721069,361.892761,265.435822,345.093658,237.591843,405.431946,241.557114,390.529968,198.632416,381.72287,168.263687,377.672302,140.076538,437.969299,236.000748,436.000671,187.268829,436.705597,153.986603,440.009491,125.75563,468.426361,244.422363,476.109558,199.993835,483.396027,168.718246,492.248871,137.40921,501.383301,270.078766,523.252014,242.563339,536.89856,219.425415,549.183716,194.448853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.536484,0,?,?,?
1123,'2024/02/25 12:14:55:149',17,434.6297,355.362976,392.409027,335.219818,373.21521,295.988495,358.334839,265.022736,342.098267,235.908447,401.135376,239.998047,386.109955,196.947617,377.413696,166.95076,373.493927,139.659348,433.327667,234.918793,431.324188,185.756897,432.148468,152.423462,435.49057,125.007103,463.818298,243.125183,471.599976,199.324371,479.138123,167.182556,488.407928,135.850815,497.58194,267.73645,519.469116,240.809692,532.579895,217.404495,544.537598,191.204803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.444183,0,?,?,?
1124,'2024/02/25 12:14:55:255',17,432.829773,355.922394,391.125122,335.695587,371.217529,295.891327,356.062744,264.218933,339.60141,235.008087,398.57666,239.619431,383.758362,195.999695,374.781433,166.419266,370.822937,139.80452,431.054413,234.885071,428.756866,186.263351,429.139557,152.540253,432.352753,125.383842,461.722961,243.085495,468.766357,199.409515,476.553284,167.35788,484.994995,136.499008,495.49115,268.562012,516.957764,240.748642,529.346497,216.941132,540.775696,190.65274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.037323,0,?,?,?
1125,'2024/02/25 12:14:55:356',17,431.309052,355.541138,390.263733,334.727356,370.582458,294.573517,355.240479,263.118042,338.869598,234.020981,397.689026,238.626801,382.729553,195.093323,373.898376,165.425095,369.86026,138.835022,430.090973,233.348755,427.946808,185.485214,428.094666,151.739044,431.442627,124.578491,461.011688,241.870331,467.954254,198.234558,475.351196,166.233551,483.988281,135.394928,494.460388,267.545227,515.730286,239.750397,528.535889,215.751114,539.979126,189.528381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.192383,0,?,?,?
1126,'2024/02/25 12:14:55:460',17,431.213135,356.147797,390.497803,333.908875,371.405762,293.432678,356.264923,262.414612,339.607727,233.407715,398.850861,237.792007,383.815796,194.483871,374.893951,164.806595,370.553772,138.00058,430.886261,232.317581,428.768372,184.648071,429.235565,150.808578,432.299347,123.550415,461.529358,241.500061,468.675842,197.625076,476.299927,166.112595,484.74585,134.606445,494.243439,267.269897,516.607544,240.491837,529.257263,217.091156,540.746948,190.447372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.830215,0,?,?,?
1127,'2024/02/25 12:14:55:566',17,433.016113,355.290894,392.011108,331.971161,372.762512,291.211273,358.763,260.622406,342.73114,231.55603,401.425507,236.424072,386.593597,193.332489,377.859009,163.541824,373.169556,136.493683,433.333984,231.602066,431.800537,183.479599,432.707581,149.811737,435.562439,122.438278,464.064056,240.662064,472.480499,197.123795,480.895874,165.354599,489.786743,133.808609,496.415253,266.837219,519.116882,239.675476,532.660522,216.48085,544.543396,190.217682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.688828,0,?,?,?
1128,'2024/02/25 12:14:55:670',17,434.909698,354.844482,393.739014,332.023041,374.64389,291.474396,360.381836,260.898499,344.243958,231.894775,403.362396,237.118546,388.372131,193.799622,379.835266,164.085266,375.597168,136.607986,435.391907,231.847855,433.952972,183.615509,434.944275,150.060425,437.679779,121.897141,466.531128,241.009491,475.786896,197.235657,484.976013,165.872406,495.299866,134.539261,498.792542,267.610168,521.670715,240.009491,535.23291,216.87207,547.126526,190.733978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.996628,0,?,?,?
1129,'2024/02/25 12:14:55:772',17,437.337646,354.647339,396.576294,331.529907,377.891479,291.398315,363.709076,260.736755,347.975311,231.267578,405.839508,237.469223,391.849548,194.03006,383.352478,164.277481,379.055206,136.846451,438.66333,232.547379,437.024994,183.329376,437.767517,150.133148,440.412415,122.822884,469.284851,242.217529,478.890106,197.509293,488.41153,165.835449,498.481171,134.705231,501.584015,267.825806,523.466309,240.317322,537.406921,217.514526,549.874695,192.57457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.09996,0,?,?,?
1130,'2024/02/25 12:14:55:873',17,440.718689,352.500916,399.521332,329.758362,380.499756,289.245483,366.661835,258.247375,350.892639,228.477402,408.23822,235.318192,394.587708,191.523621,386.493042,162.594391,382.449951,135.383087,441.137543,230.583115,440.311035,181.995422,440.977112,148.68602,444.386353,121.486877,472.42569,239.640594,482.897064,196.051544,492.372772,164.954559,502.745056,133.345871,504.995178,264.981506,527.937988,238.413681,540.730957,215.751678,552.442749,190.122467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.917801,0,?,?,?
1131,'2024/02/25 12:14:55:978',17,440.982361,352.005371,399.959076,328.872864,380.883026,288.254059,367.237793,257.280548,351.565674,227.87149,409.068542,234.386108,395.254974,190.539551,387.141174,161.369354,382.99646,134.133514,441.942322,229.405746,440.822388,181.05864,441.760864,147.681061,445.441284,120.451874,473.200378,238.36235,483.725311,194.744568,493.118591,163.336029,503.702759,131.852249,505.561462,264.243683,528.368042,237.465363,541.251038,214.93338,552.874146,188.726837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.599625,0,?,?,?
1132,'2024/02/25 12:14:56:083',17,441.137665,353.509338,400.590271,329.667755,381.785522,288.398926,368.739288,257.375153,353.316376,227.719116,410.725952,234.351028,396.552002,190.943695,388.122101,162.054459,383.984009,134.912796,442.869934,229.671768,441.795807,181.340851,442.806519,148.072983,446.101959,120.772705,473.855011,238.785721,484.104492,195.239319,493.198425,164.182663,503.458496,132.794922,506.325195,265.055603,528.895996,238.348557,541.800171,215.810684,553.614685,189.960815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.83757,0,?,?,?
