@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute left_class {0,1,2,3,4,5,6,7,8,9,10}
@attribute right_class {0,1,2,3,4,5,6,7,8,9,10}
@attribute right_vel numeric

@data
455,'2024/02/25 11:55:45:784',8,174.719162,358.89975,187.313461,323.445496,213.055557,313.545135,224.226852,305.202332,226.436996,297.095154,200.372925,328.474304,238.548828,337.022034,251.823807,337.384216,262.130371,332.74646,198.157593,343.352509,237.629715,354.537689,252.139526,356.778931,259.209229,357.230072,202.951675,364.007935,232.446136,371.526733,247.506104,374.386627,256.328094,373.808838,201.617569,388.124573,222.861038,390.114441,239.496796,390.811462,248.577133,390.387451,525.638184,242.866882,501.928345,223.784698,494.960907,200.249466,487.888824,176.913391,484.078247,152.273849,517.272034,167.595123,526.726196,150.388382,528.417847,132.402847,522.962524,121.688805,541.542908,167.256149,561.096191,145.519089,554.155334,126.602722,539.522034,118.455879,557.94989,175.594421,579.692444,149.440521,563.616882,137.954575,545.021851,137.7388,568.662048,186.565704,583.371643,169.392502,569.266907,162.072021,550.286804,167.1651,1.703125,?,?,?
456,'2024/02/25 11:55:45:890',8,172.3871,379.724884,176.95462,357.249298,196.664291,352.127472,224.200958,354.973114,249.926743,352.31665,207.062561,377.286743,236.971466,390.336823,259.131592,398.706512,277.654755,403.887207,201.088181,402.277802,237.32489,412.934204,264.487396,422.870239,277.55072,426.591553,194.359314,418.794922,230.447357,428.795227,258.58432,439.43811,272.208557,443.738892,188.776031,430.096252,215.510315,440.060974,240.703659,446.218658,256.762207,447.97821,526.26062,242.472931,502.050629,224.147583,494.668457,200.346359,487.77533,176.729904,484.282501,152.528809,514.770996,167.833099,525.314758,150.870407,527.763794,132.856064,524.043396,121.961891,539.596375,167.63208,560.863098,146.364563,554.520813,127.6082,540.291565,118.99469,556.793213,175.614914,579.375122,149.107788,562.979065,138.16835,545.0495,138.047165,569.80957,187.201202,584.111694,169.659058,569.806213,162.176682,550.384583,167.363174,-1.32782,?,?,?
457,'2024/02/25 11:55:45:994',8,525.811523,242.84111,501.376709,224.798462,494.096832,200.749222,487.025818,176.979385,483.268005,152.390106,514.698547,169.193634,526.441528,152.514755,531.11792,132.173187,523.958862,121.644516,541.089722,168.248093,561.115906,146.460281,553.483948,127.521683,538.605103,118.329681,556.840332,176.139389,577.469116,149.454468,561.058594,138.748627,543.530273,137.822281,568.893005,185.629807,582.377136,169.242233,567.404785,162.014175,548.688232,166.771774,219.451477,357.027161,243.724899,338.853363,247.611328,327.693512,245.589111,315.097015,243.080276,307.845642,244.712189,310.671722,235.830719,289.455658,232.455933,280.39975,228.355682,279.224579,231.14653,317.140533,224.211548,295.286713,221.530945,287.131012,218.446732,281.828613,203.426178,321.303558,207.046539,297.014526,199.834167,279.408203,197.320572,273.055817,183.642212,320.019745,187.031036,307.185303,187.963257,291.948456,189.018265,280.851685,-38.578995,?,?,?
458,'2024/02/25 11:55:46:097',8,525.121887,242.139648,500.573883,223.311966,492.922089,199.24707,486.176086,175.737671,482.516144,152.163452,511.158203,168.275696,518.010925,150.455612,521.738953,132.199799,519.976563,121.211304,533.234253,168.019897,556.353394,146.3284,551.055664,126.734734,537.313538,117.879723,550.50708,175.183243,576.018433,148.936783,559.809204,137.637299,543.317322,137.501358,564.184631,185.047272,580.145142,167.902817,566.707886,160.339828,549.094116,165.326965,152.512115,335.053406,150.093063,300.236053,153.380249,273.385834,165.543137,251.932434,172.555313,231.123901,161.480576,276.16394,188.331314,249.333664,205.919128,234.452957,222.13205,225.770996,171.815948,290.034821,202.022644,264.355408,226.798828,247.204773,245.328217,237.635223,181.792435,306.23172,208.839951,279.619324,230.97583,264.320038,247.82962,254.267151,192.726257,324.353973,213.411087,304.458984,229.245377,291.539703,243.438385,279.577301,-5.270691,?,?,?
459,'2024/02/25 11:55:46:197',8,524.645691,242.091812,500.886505,223.610168,493.490936,200.152252,486.678467,176.495789,482.810669,152.573837,512.428711,168.568527,520.363403,151.085983,524.208984,132.577347,521.725525,121.23645,534.568665,167.940735,556.671753,146.197525,551.395935,127.032478,537.475891,118.218842,551.629028,174.398346,575.813293,148.931702,559.84668,138.067352,543.54364,137.568283,564.821045,184.087143,578.882385,166.901718,565.762878,161.09024,549.273743,165.512436,160.099518,334.372314,154.456116,297.68277,156.861465,272.145325,165.252151,252.315216,171.996857,231.826996,168.536377,277.869019,191.280762,253.106522,206.914368,236.82518,223.286057,227.339233,177.764877,292.614777,204.070801,265.690125,227.601456,249.893936,245.654724,240.89888,187.23793,307.016357,209.630463,281.036987,228.601242,264.723602,246.271957,257.438782,198.442139,321.935455,215.88855,301.882751,229.70166,287.391846,245.337097,279.745453,8.400146,?,?,?
460,'2024/02/25 11:55:46:300',8,194.250656,377.66156,219.665283,329.661102,225.610977,305.07666,230.818054,295.611816,225.200729,285.712189,219.827133,329.863525,250.098846,314.210083,242.521179,308.792999,244.994904,305.157837,230.154434,338.406097,256.048157,332.784332,263.376465,331.566376,268.798706,331.819672,216.266235,356.895386,250.543304,352.554413,264.898132,346.468475,277.096802,340.610474,207.836243,377.052277,229.622528,376.599792,243.284454,368.805725,247.277924,367.25766,525.129578,241.982086,501.361023,223.292831,494.201416,199.998459,487.445679,176.514008,483.454529,152.491272,514.620483,167.763229,524.231567,150.723785,526.80188,132.033813,522.467224,121.14006,538.522888,167.479767,558.59845,145.840988,552.752808,126.96994,538.694092,118.221588,556.256714,174.485382,578.156494,148.840881,561.408997,138.239273,544.070129,137.519272,568.457153,184.58255,580.147766,168.015259,566.036133,162.57225,548.851807,167.121643,1.054199,?,?,?
461,'2024/02/25 11:55:46:405',8,181.45163,373.000916,181.917389,353.038055,196.840607,344.749786,222.139664,342.788727,242.551453,342.437958,208.012222,366.325592,239.960251,376.239136,256.909821,380.862793,267.798126,384.693634,205.77269,391.044342,241.883987,398.593781,261.992859,404.900238,272.433655,409.613434,201.316238,406.46933,237.363449,416.09552,259.902496,423.874146,273.778564,429.859985,196.418121,416.725128,223.403717,423.665985,243.128189,426.579254,258.028137,426.966553,525.984863,243.388565,501.858215,225.117523,494.03125,201.609985,487.290192,177.708008,483.096558,153.252014,512.431213,169.797028,520.038025,152.237747,521.092407,133.47525,518.968445,122.251801,536.116394,168.456741,556.513855,146.989487,551.844482,127.534019,537.937012,119.036407,554.473083,175.591797,577.748779,149.768494,561.498169,138.647232,544.18103,138.760406,567.248657,186.530746,582.11499,169.663177,568.134338,162.3022,549.477905,167.49086,-0.314941,?,?,?
462,'2024/02/25 11:55:46:512',8,525.002197,243.346161,501.490417,224.609131,493.989868,201.088547,487.238831,177.329987,483.093414,152.74498,513.884644,168.915085,521.949402,151.207916,523.718079,132.51886,519.901611,121.456772,537.757202,167.794708,557.792786,146.154495,551.681091,126.634285,537.468384,118.275085,554.834961,175.587326,577.35791,149.106506,561.151001,137.828064,543.686035,138.194153,567.11499,186.751678,581.928955,169.228943,567.814392,161.546967,549.43457,166.719727,168.82164,335.129456,178.984299,298.831268,184.95253,275.288849,195.596848,264.573578,205.795502,260.04538,205.554062,272.455078,229.962326,271.857544,242.65451,270.405273,250.896576,268.132568,222.703003,291.97934,242.340088,294.324799,253.093094,293.078278,257.707642,289.182709,236.319031,308.515686,248.659592,307.661987,255.883102,304.484009,258.429138,300.570496,248.509521,326.248596,257.209717,322.207703,257.630676,319.245148,256.002716,315.420471,-37.586517,?,?,?
463,'2024/02/25 11:55:46:616',8,524.886414,242.409241,501.233978,223.354568,493.783539,200.03981,486.982391,176.50618,482.811218,152.222839,513.618042,167.554489,521.837463,149.999969,524.092224,131.771515,520.991699,120.48703,536.384216,167.010559,556.892944,145.952286,551.706421,126.269646,537.653748,118.037735,553.853394,174.707397,576.518066,148.756622,561.007751,137.140106,543.968445,137.806,567.024475,185.649353,581.733765,168.225693,567.624023,160.31076,549.376099,165.862167,148.426529,313.790466,168.662033,298.40921,196.803421,282.715088,208.49501,263.411377,212.228531,249.16983,190.00502,269.452606,204.362869,251.126038,213.460693,236.546829,223.960129,225.675369,181.892303,264.73172,198.562698,249.26059,215.337402,235.084366,227.832825,224.178314,174.063873,262.224152,187.363815,245.339523,197.334717,230.110413,207.876251,220.307861,154.29187,260.319611,160.108871,244.769379,166.493683,231.985703,171.124939,220.773239,1.4431,?,?,?
464,'2024/02/25 11:55:46:721',8,525.104675,243.376785,501.455139,224.878494,494.098877,201.043427,487.326782,177.072769,483.095947,152.228226,513.680481,168.531357,522.28772,150.570084,525.320801,131.891495,521.531128,120.596985,536.648193,167.863708,557.723328,146.218079,552.007385,126.523071,537.614197,118.141365,554.028625,175.805878,577.233826,148.958755,561.176819,137.418701,543.300049,137.782486,566.158325,186.005981,580.764221,168.256073,567.109131,160.910706,549.449402,166.148132,144.50206,311.254578,142.127014,272.717987,147.79837,250.85524,156.180908,231.988342,159.934402,213.282623,156.090118,250.179779,171.214569,229.307678,185.448547,213.159882,201.247574,202.774887,166.734741,259.898254,189.683105,238.168655,208.794403,223.969513,226.037766,211.808167,175.971298,275.574493,196.001343,254.472824,211.515335,239.383392,227.379837,225.935791,184.73616,298.220886,198.637726,282.007782,209.49646,269.133545,224.220261,255.104141,9.943481,?,?,?
465,'2024/02/25 11:55:46:824',8,525.479553,243.629868,501.556061,224.983032,494.108276,201.193085,487.568665,177.26474,483.491272,152.595093,512.493103,168.915161,520.45874,150.893005,521.779053,132.488083,518.686462,121.786026,536.121155,167.989685,558.020386,146.480347,552.175964,126.883537,538.089966,118.479225,553.998962,175.80574,577.535461,149.557281,561.375183,138.035721,543.752502,138.607178,566.323914,187.096375,581.966003,169.745972,568.05603,161.987457,549.147461,167.355591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512.976379,?,?,?
466,'2024/02/25 11:55:46:929',8,193.72229,363.559113,196.20932,343.109436,214.300201,337.965454,237.068359,338.172668,256.858429,333.781525,222.495895,358.215698,252.950836,373.586243,272.427765,381.383026,289.75415,386.88092,217.640961,378.893707,249.612213,395.33136,272.087097,399.36145,286.688263,401.706299,210.256989,395.197021,242.767792,411.680481,268.543396,419.42038,285.721436,422.127014,202.621674,406.483459,227.194443,417.853302,254.933319,421.54187,271.896332,426.823212,525.710388,243.779327,501.901886,224.963608,494.37677,200.619049,487.713074,176.739212,483.700195,152.130829,513.587097,168.892532,521.235413,151.028198,523.360718,132.385941,519.939575,121.524063,536.548706,167.899414,558.880127,146.227509,552.431885,126.33007,537.907715,118.04071,553.863464,175.883789,577.773376,149.069763,561.723694,137.433136,544.184937,137.897766,566.052002,187.024673,582.116272,169.072388,568.659668,161.3927,550.10968,166.490646,292.77887,?,?,?
467,'2024/02/25 11:55:47:033',8,526.294373,243.408249,502.293518,224.671951,494.133972,200.330994,487.512024,176.946426,483.322113,152.868286,514.998718,168.692841,523.896362,151.330887,526.351135,132.576828,522.211182,121.994133,540.062317,167.531036,560.632324,145.892151,553.237549,127.12767,538.669983,118.678497,556.536316,175.418182,578.241333,148.951096,561.915466,138.322647,544.181641,138.815125,568.236023,186.684357,582.617065,169.069611,568.110474,162.107162,549.344604,167.588196,194.881104,333.959076,195.74176,301.689331,200.618988,282.121918,208.308929,268.661804,215.384674,259.19342,242.012817,284.178619,266.809357,271.878967,264.685577,277.016388,256.174622,283.636536,257.806152,297.738098,279.218475,290.202942,276.656464,292.256561,270.269135,295.853333,265.747131,312.17984,281.883392,308.685669,279.461914,309.962341,274.131012,311.21994,269.833099,328.148376,282.129639,323.59729,280.581848,324.185486,275.842499,324.799713,22.024551,?,?,?
468,'2024/02/25 11:55:47:137',8,525.555786,243.472,501.814087,224.709976,494.20166,200.870422,487.371552,177.43071,483.161774,152.852036,515.235657,168.196274,524.965637,150.883255,527.497009,132.402222,522.930786,121.541405,538.386719,167.985245,559.675354,145.811798,553.021484,126.983215,538.516479,118.8097,555.007263,175.945465,578.276245,149.103607,561.895508,138.341675,544.108276,138.706375,567.104675,186.961502,581.712769,169.434647,567.824585,162.109512,548.947632,167.178955,160.244781,331.395935,159.420639,297.157898,164.020782,271.442169,177.150269,250.571335,185.174225,230.2173,173.170349,273.899872,200.673615,245.966263,219.343628,232.671204,236.379669,224.689972,182.777023,287.825623,215.998535,261.928955,241.48407,246.685181,260.27417,235.569962,190.882858,304.816376,218.682541,278.559052,241.351761,264.291504,259.911804,251.831299,200.218018,325.447296,220.153214,308.261963,235.553528,295.671326,252.805176,282.841827,-7.057922,?,?,?
469,'2024/02/25 11:55:47:243',8,524.734863,242.068008,501.56369,223.340927,493.928558,200.314972,486.600494,176.557953,482.817352,152.137894,512.744263,169.516418,520.920715,151.501587,524.529907,132.667068,521.943237,121.529816,537.24231,168.577164,557.253052,146.280182,552.140503,126.660118,537.879761,118.471466,554.220703,174.92186,577.023865,148.920197,561.435608,137.46283,544.118225,137.538361,566.740051,184.727661,580.81427,167.90834,566.980347,160.723694,548.990234,166.112762,182.529602,335.261292,179.964996,297.893677,182.239349,282.007416,188.769974,267.152283,191.559067,249.950439,210.993866,266.616119,227.874756,258.426025,244.438766,254.842987,257.468628,252.022446,217.84874,281.190063,233.169571,268.098511,251.045654,261.607819,264.200623,257.461365,223.95993,296.296326,239.459259,280.819916,256.535461,274.762817,269.316223,270.214874,226.018066,314.245605,242.048309,301.63916,256.309784,294.182312,268.298096,289.698944,31.533859,?,?,?
470,'2024/02/25 11:55:47:347',8,184.051147,393.051849,191.016876,370.21933,209.528168,354.931091,235.469894,348.340485,249.786041,331.259583,225.19722,372.018433,263.904022,381.140747,285.757233,383.991119,306.875641,389.642578,225.804779,396.635345,268.35083,408.078644,293.625488,415.898621,313.913727,424.707886,219.647659,415.736115,259.904297,430.051819,282.971527,440.257782,303.936432,450.708862,212.728958,429.477051,242.539597,445.558716,259.429657,454.002838,276.305023,462.542938,526.418518,243.974396,502.204224,225.660812,494.326935,201.359375,487.522919,177.338013,483.410187,152.93512,514.302612,169.290161,523.020569,152.088547,524.708557,132.817047,520.704468,121.989731,538.669678,168.344086,559.201294,146.392426,552.894165,126.791382,538.394409,118.743095,555.4729,176.328079,578.379028,149.114349,562.037659,137.718521,544.153687,138.435806,566.921326,187.49762,582.129578,169.568481,568.279541,162.222168,549.692627,167.377228,0.403625,?,?,?
471,'2024/02/25 11:55:47:448',8,190.489868,363.630951,194.344864,335.064697,205.062241,319.277618,222.115417,305.368469,225.141052,289.160858,210.340134,333.687103,254.483276,330.400787,271.04895,326.131317,286.468414,318.918732,221.701721,347.996826,261.88382,345.59021,279.282532,338.807648,288.72644,334.537903,229.294739,367.355255,266.977417,362.473145,280.469727,356.673889,286.504303,352.265808,227.814194,390.508881,249.85437,398.94696,264.577911,402.49054,273.683655,406.028503,525.725037,243.905807,501.360413,225.578094,493.950439,201.257965,487.182373,177.591019,482.925781,153.34848,514.38147,168.030975,523.067566,150.430634,525.023804,132.401611,520.818542,121.605896,538.310242,167.833694,558.949951,146.779465,552.76239,127.163544,538.356018,119.018929,555.057129,176.22995,577.877014,149.309555,561.285339,138.078522,543.798645,138.992416,567.403076,187.749817,582.549072,169.496552,568.359863,161.977722,549.512573,167.549377,0.166443,?,?,?
472,'2024/02/25 11:55:47:551',8,525.282532,244.290619,500.837128,225.95372,493.394714,201.602875,486.507111,178.337112,482.457153,154.248962,512.226685,169.397217,520.370544,152.322601,523.385498,133.622726,519.357849,123.747368,535.502991,168.878433,557.221313,147.40625,551.592773,128.045975,537.176086,119.541489,552.685486,176.357971,576.275635,149.955139,560.266602,139.151337,542.865601,138.983688,565.162781,187.243713,581.030762,169.684875,566.945313,162.632935,548.469055,167.814331,164.370758,336.80957,163.056885,305.673096,168.471512,282.881226,179.251129,261.351959,184.833893,240.260986,180.51712,285.940491,210.532669,262.076385,230.579529,249.968491,251.40654,241.342819,189.983612,298.847168,224.360992,279.981567,251.545731,266.86142,271.457611,256.064972,197.289352,315.5961,227.564178,297.706512,253.005295,285.254272,272.503876,277.848297,204.921051,335.639648,230.185562,323.418091,248.418732,314.199554,266.410889,306.35199,-17.178619,?,?,?
473,'2024/02/25 11:55:47:655',8,526.120728,244.420258,501.686157,226.159973,493.782349,201.609528,487.029083,178.111603,482.871338,154.049713,512.342102,169.480011,520.96582,152.156189,522.607483,133.713852,519.971802,122.855759,537.793823,168.572845,558.026062,147.138062,552.433716,128.040985,538.305603,119.6521,555.422913,176.37056,577.918274,149.867828,561.859802,138.772461,544.468933,139.431274,568.023132,187.548981,582.216919,169.970688,568.213989,162.73819,549.690491,167.883286,158.278091,332.438538,156.411377,297.513184,159.472321,271.761749,169.605804,250.012238,171.574417,228.648956,176.169662,275.521362,196.832794,247.997162,211.283798,232.652954,226.312088,221.639725,186.819244,288.705231,216.575775,262.222809,239.30896,245.585464,258.617432,233.578888,194.907135,304.997437,221.509842,278.254242,242.720886,263.071167,259.751953,250.006851,204.726654,324.251343,224.188766,306.221985,239.874146,293.146149,254.307648,280.954529,-335.570068,?,?,?
474,'2024/02/25 11:55:47:760',8,212.999405,368.787689,199.345566,325.479675,202.962479,291.693939,205.749954,276.418427,204.239014,267.720245,247.288574,299.722168,265.478973,285.082703,249.395767,287.527466,237.563858,293.977173,263.128235,311.203308,274.244568,296.465515,265.074188,297.115814,260.038177,301.844482,276.590851,319.952118,280.317322,306.931213,270.992554,307.422516,266.976349,310.010803,284.455383,324.814758,284.131165,314.393799,278.961853,313.23111,275.236237,315.855621,525.73291,244.634689,501.855896,226.637131,494.026031,202.437912,486.83078,178.260498,482.544922,153.42923,514.28186,170.425812,523.208374,152.015411,525.338318,133.152298,522.182434,122.322464,538.470703,169.33725,557.324585,147.354187,552.26532,127.602539,538.121033,119.710861,555.259705,177.026855,577.699158,149.580917,561.503784,137.687592,543.834839,139.614944,568.501831,187.638382,582.342285,169.596695,567.909607,161.70697,549.319214,168.429794,314.039795,?,?,?
475,'2024/02/25 11:55:47:866',8,181.46283,378.146484,184.810883,355.521454,201.499084,350.057953,227.323303,349.547699,249.678207,342.40329,216.376892,374.756561,249.290131,389.574615,268.479187,396.248535,288.568665,406.443726,210.310989,398.630737,248.604355,412.511902,276.123474,422.62262,296.379333,433.212616,201.077972,414.126556,242.090698,431.913635,266.633667,448.464935,285.089386,462.296997,195.836411,426.391693,225.690643,440.940552,243.756882,452.415863,260.302399,461.831116,525.65686,244.863571,501.641785,226.650696,493.805176,202.601334,486.479675,178.618927,482.192688,154.154892,513.23999,170.480743,521.461426,152.172379,523.448059,133.57756,520.446716,122.471725,536.821167,169.1492,558.209167,147.42662,552.047729,127.631775,537.504883,119.641739,554.452698,176.96286,577.244385,149.874573,561.125366,137.917908,543.23645,139.267151,567.508545,187.77655,581.305481,169.557526,566.948364,162.144073,548.776184,168.203094,-0.084045,?,?,?
476,'2024/02/25 11:55:47:967',8,524.665344,244.279694,501.047119,225.920593,493.452118,202.197708,485.920685,178.726212,481.823181,154.404144,512.940308,170.302872,521.477661,152.188995,523.54187,133.720459,519.940186,123.398376,535.650513,169.62204,557.094604,147.769897,551.721497,128.111862,537.198303,120.232658,553.795532,176.89888,576.668945,150.018997,561.287292,138.17218,543.032349,139.378082,567.497009,187.282166,581.075806,169.69574,567.800659,161.513336,549.031067,167.195145,193.02829,361.818939,259.618286,346.339508,265.191132,324.366425,265.355347,311.677338,263.2005,299.044434,240.18309,309.330353,246.360794,289.304474,252.102478,294.473083,255.584442,307.090546,220.964142,310.757385,225.491623,300.478577,230.8423,308.602661,237.252289,320.719177,203.326187,317.36972,206.635468,305.579865,205.637848,307.06015,218.458069,320.434906,179.016449,322.952759,182.105118,311.587891,180.759521,300.417908,178.888153,290.104645,48.299408,?,?,?
477,'2024/02/25 11:55:48:077',8,524.160522,244.673141,500.803802,225.699631,493.596344,201.820801,486.434448,178.344208,482.034485,153.758011,514.1651,169.981049,523.309387,151.617401,526.070496,133.188629,522.585144,121.938286,536.303711,169.445572,556.907715,146.949692,551.839783,127.431564,537.319214,119.422989,553.923828,176.916962,577.110474,149.514145,561.665649,137.494064,543.121887,138.854034,567.049133,186.934402,581.024109,169.168167,567.629883,160.648697,549.268188,166.445908,154.606003,322.808319,153.079239,290.637939,158.505356,268.931305,171.094879,250.352661,176.829086,229.814987,169.97551,270.704224,195.473953,247.699615,213.103302,235.85437,230.757568,227.598495,178.997284,281.279816,209.537598,262.935852,233.810715,249.064636,252.104279,241.273407,184.863602,299.057434,210.925262,281.333954,234.313492,268.257751,250.977631,262.346436,192.201828,321.076294,212.979095,306.568115,230.492386,297.638947,246.590668,290.469727,-7.124191,?,?,?
478,'2024/02/25 11:55:48:184',8,524.967041,243.914627,501.040039,225.765717,493.307953,201.763657,486.32843,178.087326,482.075043,153.807877,513.657837,168.465607,521.618774,150.720001,523.54126,133.043289,519.409973,122.647873,536.929565,168.691696,557.992004,146.794159,551.50061,127.869476,537.030396,119.755013,555.145691,176.669861,577.083862,149.996964,561.145081,138.779587,543.169373,139.103851,567.81488,187.326508,581.987122,170.024643,567.962585,162.31012,548.380188,168.194443,172.968781,321.298828,169.255066,281.311279,172.990112,262.832092,178.488556,249.58844,180.544754,235.721344,202.625,260.252686,230.117416,245.146729,247.228561,241.803162,254.817474,245.435913,216.041626,271.128418,239.176315,260.402283,254.802551,256.881836,258.362152,259.718964,223.915527,284.156738,241.150085,274.512939,255.473923,275.209259,257.896667,278.686035,226.705399,304.75473,238.632584,297.006653,249.461533,297.802063,252.5672,300.909698,30.582596,?,?,?
479,'2024/02/25 11:55:48:289',8,188.628571,361.015533,212.105469,326.181976,217.581665,310.284851,221.983704,295.009888,223.136002,285.078979,207.697678,331.754791,229.355957,324.547302,235.668762,316.201996,249.81662,315.562592,215.017105,338.794434,252.453857,318.238922,259.697083,322.859741,261.920502,322.838104,214.895294,351.367584,254.772156,336.254364,258.274353,341.213776,158.288315,262.213715,211.362274,374.270569,217.516342,378.232208,215.875275,376.92804,205.367355,382.978333,524.919922,243.777206,501.323273,225.336746,493.950836,201.675888,487.093353,177.889771,482.804504,153.490128,513.201233,168.835312,521.290833,151.058411,523.840332,133.009872,520.665222,122.418991,537.686768,168.366623,558.965271,146.917938,552.567627,127.700188,538.115479,119.55497,555.174438,176.45079,577.805908,149.664291,561.868225,138.367599,543.807495,139.000305,567.225098,187.354172,581.512207,169.944016,568.096558,162.156372,549.744202,167.437759,-0.089478,?,?,?
480,'2024/02/25 11:55:48:395',8,170.047745,365.557648,178.819717,349.978729,203.756882,344.875305,231.332565,348.809143,253.558563,347.702454,205.265106,362.030792,234.258606,379.070984,255.830383,389.780426,275.876404,402.73056,195.067474,381.517639,231.659821,402.893555,258.931061,419.399475,281.377899,437.764221,184.293701,397.202026,222.823242,420.840027,246.787903,439.581268,265.756714,458.9888,177.055756,412.169495,203.397705,432.274536,222.445129,446.747131,239.747543,460.135376,524.659241,244.75946,501.471924,225.570709,494.247406,202.015518,487.189819,178.458084,482.762939,153.849884,516.082275,169.622589,523.492493,151.114487,525.683411,133.310074,522.433594,122.182045,538.843872,168.969696,558.572998,147.503876,552.746094,127.681046,538.346741,119.658905,556.324463,176.710968,577.977844,149.886276,562.199524,138.137939,544.221313,139.181091,568.595154,187.904892,583.10553,169.92334,568.961243,162.087936,550.019958,168.445755,1.591553,?,?,?
481,'2024/02/25 11:55:48:500',8,524.918701,244.168991,501.621063,225.270248,493.907928,201.722595,486.66626,177.995911,482.277771,153.74614,513.593689,170.272461,521.438538,152.574554,524.779724,133.633972,521.71283,122.668701,535.499939,169.607269,558.03418,147.563492,551.927124,127.754257,537.372314,119.452454,552.703186,177.045532,576.70459,149.895111,560.703186,138.552017,543.330994,139.034668,566.186096,187.073074,581.836609,169.207596,567.621704,161.299667,548.552795,168.053452,178.642456,344.343018,194.067825,335.024658,204.609238,283.166077,219.495087,278.102448,229.7211,280.397888,225.022964,286.168671,238.544937,279.127411,233.812866,281.551086,227.545319,284.478668,230.874176,302.040375,237.534454,295.26593,239.360641,292.458679,239.042084,296.956696,239.632538,318.920776,252.008453,314.53302,251.001755,311.888611,245.886169,312.483948,244.827362,334.849396,254.889008,330.233582,252.565613,328.290527,244.431061,328.155121,2.778366,?,?,?
482,'2024/02/25 11:55:48:605',8,525.871887,243.257217,501.856537,225.407013,493.964386,201.551971,486.873474,177.623871,482.702942,153.30629,512.780518,170.380234,521.376953,152.502594,523.582397,133.651825,520.974548,122.660522,537.51001,168.931641,558.035767,146.945084,552.358643,127.75071,537.973389,119.4599,555.311707,176.17421,577.374512,149.516479,561.798828,138.084183,544.13092,138.850876,568.41156,186.575287,582.057983,169.303772,568.414795,161.516708,549.791626,167.228134,149.241165,322.571503,151.575943,287.861176,158.588943,265.546448,175.318008,245.422928,189.334595,227.759735,161.050262,266.235474,191.362152,240.736664,212.594894,230.00531,230.273071,224.728424,167.986771,277.44989,203.629623,253.130295,228.676285,240.445374,244.343246,232.447449,175.034546,294.558533,203.879837,271.666412,228.234985,256.809753,243.580093,249.305649,184.715591,315.305298,205.121979,297.729187,221.18782,287.033295,238.514267,275.088593,-5.264008,?,?,?
